指标键,生效日期,数据截止日,指标评分,来源,来源优先级,评分版本,备注
综合|2-制造业PMI,2023-04-30,2023-04-30,2.125,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2023-05-31,2023-05-31,1.75,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2023-06-30,2023-06-30,1.975,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2023-07-31,2023-07-31,2.875,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2023-08-31,2023-08-31,4.525,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2023-09-30,2023-09-30,6.475,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2023-10-31,2023-10-31,3.9250000000000003,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2023-11-30,2023-11-30,3.4,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2023-12-31,2023-12-31,2.05,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2024-01-31,2024-01-31,2.65,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2024-03-01,2024-03-01,2.3499999999999996,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2024-03-31,2024-03-31,7.675000000000001,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2024-04-30,2024-04-30,7.075,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2024-05-31,2024-05-31,4.075,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2024-06-30,2024-06-30,4.0,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2024-07-31,2024-07-31,3.55,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2024-08-31,2024-08-31,2.425,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2024-09-30,2024-09-30,5.05,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2024-10-31,2024-10-31,5.574999999999999,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2024-11-30,2024-11-30,6.775,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2024-12-31,2024-12-31,5.65,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2025-01-27,2025-01-27,2.5,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2025-03-01,2025-03-01,6.325,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2025-03-31,2025-03-31,7.3,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2025-04-30,2025-04-30,1.975,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2025-05-31,2025-05-31,4.3,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2025-06-30,2025-06-30,5.125,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2025-07-31,2025-07-31,3.475,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
综合|2-制造业PMI,2025-08-31,2025-08-31,3.9250000000000003,国家统计局/制造业PMI,10,v3-公开初版,发布日期已抽样核验；5年滚动分位评分
