股票代码,公司名称,行业名称,报告期,实际披露日,数据截止日,评分日期,数据来源,来源等级,收入同比,收入3年CAGR,扣非净利润同比,扣非净利润3年CAGR,ROE,ROIC,毛利率,净利率,经营现金流净额,归母净利润,自由现金流,FCF净利比,资产负债率,有息负债率,净负债EBITDA,利息保障倍数,应收周转天数,存货周转天数,PE_TTM,PB_MRQ,EV_EBITDA,FCF_Yield,审计意见,监管处罚次数,重大诉讼标记,大股东质押率,商誉净资产比,关联交易风险,数据状态,备注
600519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,待填,
