股票代码,评分日期,盈利质量覆盖率,成长质量覆盖率,财务健康覆盖率,估值合理性覆盖率,治理与事件风险覆盖率,盈利质量评分,成长质量评分,财务健康评分,估值合理性评分,治理与事件风险评分,总分,置信度,评分状态,硬风险,准入结论
301269,2026-07-28,0.7,0.3,0.75,0.5,0.0,1.7214,7.7028,6.3577,6.7438,0,52.5026,0.2143,数据不足,,数据不足
600023,2026-07-28,1.0,0.65,1.0,0.5,0.0,7.2469,3.5826,5.2809,8.3312,0,59.7286,0.31,数据不足,,数据不足
300308,2026-07-28,1.0,0.65,1.0,0.5,0.0,7.7981,9.8587,7.2595,1.7188,0,72.3761,0.2716,数据不足,,数据不足
000999,2026-07-28,1.0,0.65,1.0,0.5,0.0,6.4094,4.3801,6.0883,7.0188,0,58.7591,0.2995,数据不足,,数据不足
600489,2026-07-28,1.0,0.65,1.0,0.5,0.0,6.0648,8.5624,7.1559,5.4312,0,68.9545,0.3134,数据不足,,数据不足
600875,2026-07-28,1.0,0.65,1.0,0.5,0.0,4.3468,5.1007,5.1266,5.65,0,49.4672,0.3169,数据不足,,数据不足
000617,2026-07-28,1.0,0.65,0.85,0.5,0.0,4.53,2.0951,6.4916,6.8188,0,46.7102,0.294,数据不足,,数据不足
688223,2026-07-28,0.7,0.3,1.0,0.5,0.0,1.5528,1.4406,3.3023,8.35,0,30.4326,0.2406,数据不足,,数据不足
601872,2026-07-28,1.0,0.65,1.0,0.5,0.0,6.9528,7.6186,6.0186,5.4875,0,66.8595,0.2995,数据不足,,数据不足
600233,2026-07-28,1.0,0.65,1.0,0.5,0.0,6.0008,6.7052,6.6664,6.9312,0,64.9946,0.2925,数据不足,,数据不足
601689,2026-07-28,1.0,0.65,1.0,0.5,0.0,4.4594,5.8639,6.4903,4.0125,0,52.2637,0.3169,数据不足,,数据不足
600674,2026-07-28,1.0,0.65,1.0,0.5,0.0,4.6275,5.6246,5.7551,6.2125,0,54.1924,0.2751,数据不足,,数据不足
688303,2026-07-28,0.7,0.3,0.75,0.5,0.0,1.5453,1.0315,5.9451,9.1625,0,36.4982,0.2192,数据不足,,数据不足
605117,2026-07-28,1.0,0.65,1.0,0.5,0.0,8.1225,8.2706,7.0455,3.0812,0,70.841,0.3169,数据不足,,数据不足
600039,2026-07-28,1.0,0.65,1.0,0.5,0.0,3.2291,1.7204,3.5218,7.6312,0,36.0874,0.3169,数据不足,,数据不足
600803,2026-07-28,1.0,0.65,1.0,0.5,0.0,3.5072,2.6882,7.3816,6.7812,0,46.8635,0.3169,数据不足,,数据不足
002074,2026-07-28,1.0,0.3,1.0,0.5,0.0,9.0132,7.7972,3.2302,5.6562,0,68.3084,0.2762,数据不足,,数据不足
600460,2026-07-28,1.0,0.65,1.0,0.5,0.0,3.0141,6.8523,3.8701,2.325,0,41.5565,0.3169,数据不足,,数据不足
600941,2026-07-28,1.0,0.65,1.0,0.5,0.0,5.0725,4.373,6.7859,6.8,0,55.4685,0.2856,数据不足,,数据不足
002648,2026-07-28,1.0,0.65,1.0,0.5,0.0,6.7487,7.2605,6.5599,6.2688,0,67.6893,0.2612,数据不足,,数据不足
601117,2026-07-28,1.0,0.65,1.0,0.5,0.0,3.3791,5.0268,5.8784,8.875,0,53.0816,0.31,数据不足,,数据不足
300661,2026-07-28,1.0,0.65,1.0,0.5,0.0,4.4222,9.3404,7.2503,1.6312,0,59.5167,0.3065,数据不足,,数据不足
002920,2026-07-28,1.0,0.65,1.0,0.5,0.0,6.0379,7.2297,6.4782,4.6188,0,62.3026,0.31,数据不足,,数据不足
000792,2026-07-28,1.0,0.65,1.0,0.5,0.0,7.3812,5.9061,7.0919,5.925,0,66.6448,0.3169,数据不足,,数据不足
600219,2026-07-28,1.0,0.65,0.75,0.5,0.0,4.4484,6.992,5.8019,7.7875,0,60.1223,0.2889,数据不足,,数据不足
600188,2026-07-28,1.0,0.65,1.0,0.5,0.0,5.7986,1.3541,5.2977,5.0812,0,43.3314,0.3134,数据不足,,数据不足
000408,2026-07-28,1.0,0.65,1.0,0.5,0.0,6.9884,4.3595,8.292,3.475,0,59.6225,0.2751,数据不足,,数据不足
600089,2026-07-28,1.0,0.65,1.0,0.5,0.0,4.0485,2.0132,4.2592,6.575,0,39.5104,0.3169,数据不足,,数据不足
603260,2026-07-28,1.0,0.3,1.0,0.5,0.0,7.7656,2.3846,4.2764,8.7562,0,56.6059,0.2793,数据不足,,数据不足
300999,2026-07-28,1.0,0.65,1.0,0.5,0.0,7.2281,6.7709,6.9471,4.7812,0,66.3085,0.3169,数据不足,,数据不足
300896,2026-07-28,1.0,0.65,0.75,0.5,0.0,6.028,2.9486,8.086,3.8125,0,52.6068,0.2727,数据不足,,数据不足
688981,2026-07-28,1.0,0.65,1.0,0.5,0.0,9.4115,6.9255,5.7615,1.55,0,65.9956,0.3692,数据不足,,数据不足
002466,2026-07-28,1.0,0.65,1.0,0.5,0.0,5.5654,1.2971,5.1434,4.7688,0,41.5322,0.31,数据不足,,数据不足
601898,2026-07-28,1.0,0.65,1.0,0.5,0.0,4.6976,1.6573,6.3361,7.9812,0,47.6446,0.31,数据不足,,数据不足
000301,2026-07-28,1.0,0.65,1.0,0.5,0.0,5.6148,5.9106,3.9489,3.5062,0,49.7534,0.3134,数据不足,,数据不足
600905,2026-07-28,1.0,0.65,1.0,0.5,0.0,6.8725,2.4841,3.3293,4.6438,0,44.9464,0.3169,数据不足,,数据不足
601728,2026-07-28,1.0,0.65,1.0,0.5,0.0,4.6032,2.919,7.9642,6.4,0,51.8173,0.296,数据不足,,数据不足
300316,2026-07-28,1.0,0.65,1.0,0.5,0.0,7.0249,1.2134,5.5219,2.6688,0,43.5055,0.31,数据不足,,数据不足
300760,2026-07-28,1.0,0.65,1.0,0.5,0.0,6.8803,3.2031,7.4682,4.0938,0,55.2507,0.3134,数据不足,,数据不足
601868,2026-07-28,1.0,0.65,1.0,0.5,0.0,2.2873,5.0968,3.3817,6.6312,0,40.3488,0.3169,数据不足,,数据不足
300750,2026-07-28,1.0,0.65,1.0,0.5,0.0,7.0898,7.5304,4.1857,4.2625,0,60.9563,0.6164,可评价,,基本面不准入
002709,2026-07-28,1.0,0.65,1.0,0.5,0.0,6.8972,7.7293,6.9104,4.0188,0,66.5154,0.31,数据不足,,数据不足
605499,2026-07-28,1.0,0.65,0.75,0.5,0.0,7.2098,8.6358,8.3727,4.2438,0,73.7001,0.2954,数据不足,,数据不足
688396,2026-07-28,1.0,0.65,0.75,0.5,0.0,4.2061,3.3214,5.7192,2.8312,0,40.6746,0.2792,数据不足,,数据不足
688126,2026-07-28,0.7,0.3,1.0,0.5,0.0,1.5557,6.3497,4.4835,7.0125,0,44.4744,0.2406,数据不足,,数据不足
688111,2026-07-28,1.0,0.65,0.75,0.5,0.0,7.2522,8.5014,6.3825,3.0875,0,67.1181,0.276,数据不足,,数据不足
601995,2026-07-28,0.6,0.65,0.25,0.5,0.0,7.5613,6.8034,2.125,6.725,0,60.0334,0.2009,数据不足,,数据不足
600426,2026-07-28,1.0,0.65,1.0,0.5,0.0,5.2593,6.3065,6.9878,6.5625,0,61.5149,0.31,数据不足,,数据不足
688008,2026-07-28,1.0,0.65,1.0,0.5,0.0,6.6826,9.8402,7.9827,1.6437,0,70.088,0.31,数据不足,,数据不足
600600,2026-07-28,1.0,0.65,0.75,0.5,0.0,7.4116,4.1913,6.4866,5.975,0,60.7208,0.2889,数据不足,,数据不足
688012,2026-07-28,1.0,0.65,1.0,0.5,0.0,5.371,8.3472,6.7157,1.4437,0,58.42,0.31,数据不足,,数据不足
002049,2026-07-28,1.0,0.65,1.0,0.5,0.0,3.6437,2.3103,5.201,3.6312,0,36.1731,0.31,数据不足,,数据不足
600150,2026-07-28,1.0,0.3,1.0,0.5,0.0,5.8743,9.8427,4.6693,5.5562,0,66.5583,0.2793,数据不足,,数据不足
603392,2026-07-28,0.7,0.3,1.0,0.5,0.0,1.1737,1.0315,5.6053,7.6312,0,31.9524,0.2354,数据不足,,数据不足
688036,2026-07-28,1.0,0.65,1.0,0.5,0.0,4.1971,7.8238,6.4868,4.0688,0,56.9195,0.31,数据不足,,数据不足
600584,2026-07-28,1.0,0.65,1.0,0.5,0.0,7.2527,8.3982,5.7632,2.3188,0,64.1755,0.3134,数据不足,,数据不足
600845,2026-07-28,1.0,0.65,1.0,0.5,0.0,5.9542,3.1279,5.6868,3.1812,0,46.4754,0.2891,数据不足,,数据不足
600918,2026-07-28,0.6,0.65,0.5,0.5,0.0,6.8365,2.6552,6.3897,5.6687,0,53.811,0.2224,数据不足,,数据不足
603369,2026-07-28,1.0,0.65,1.0,0.5,0.0,7.9018,4.5652,5.6858,6.6,0,62.6555,0.3134,数据不足,,数据不足
601100,2026-07-28,1.0,0.65,1.0,0.5,0.0,5.8792,4.5739,7.1418,2.3687,0,52.1214,0.31,数据不足,,数据不足
000708,2026-07-28,1.0,0.65,1.0,0.5,0.0,4.536,3.6396,5.6263,7.3062,0,49.9102,0.2925,数据不足,,数据不足
002371,2026-07-28,1.0,0.65,1.0,0.5,0.0,5.8361,8.9134,4.804,1.6625,0,57.6593,0.3169,数据不足,,数据不足
003816,2026-07-28,1.0,0.65,1.0,0.5,0.0,7.0048,2.5224,3.5371,5.75,0,47.7996,0.3134,数据不足,,数据不足
300014,2026-07-28,1.0,0.65,1.0,0.5,0.0,4.1615,7.7736,4.6254,4.5125,0,53.2645,0.2995,数据不足,,数据不足
300628,2026-07-28,1.0,0.65,0.75,0.5,0.0,7.0949,7.3128,6.6286,4.5688,0,66.3077,0.2695,数据不足,,数据不足
601658,2026-07-28,0.6,0.65,0.25,0.5,0.0,3.9185,4.0291,1.0625,8.9062,0,41.4585,0.2009,数据不足,,数据不足
000977,2026-07-28,1.0,0.65,1.0,0.5,0.0,3.9032,9.2585,4.1667,2.7562,0,52.582,0.3169,数据不足,,数据不足
601816,2026-07-28,1.0,0.65,0.85,0.5,0.0,3.8743,5.5797,6.5205,6.4188,0,53.6016,0.304,数据不足,,数据不足
002916,2026-07-28,1.0,0.65,1.0,0.5,0.0,6.1217,9.1584,5.3302,2.0125,0,61.0448,0.296,数据不足,,数据不足
600183,2026-07-28,1.0,0.65,1.0,0.5,0.0,6.8775,9.0177,6.3786,1.8063,0,65.1592,0.3134,数据不足,,数据不足
600989,2026-07-28,1.0,0.65,1.0,0.5,0.0,7.4022,8.4375,6.4341,5.95,0,72.3261,0.296,数据不足,,数据不足
601698,2026-07-28,1.0,0.65,0.75,0.5,0.0,6.8848,1.882,6.4296,1.5875,0,45.111,0.2954,数据不足,,数据不足
603501,2026-07-28,1.0,0.65,1.0,0.5,0.0,4.0829,8.6292,6.4146,3.7562,0,58.0947,0.3169,数据不足,,数据不足
000596,2026-07-28,1.0,0.65,1.0,0.5,0.0,7.3649,4.3653,6.0598,6.0562,0,60.2356,0.3134,数据不足,,数据不足
002938,2026-07-28,1.0,0.65,1.0,0.5,0.0,4.4458,3.8546,6.5132,2.4812,0,44.1356,0.3169,数据不足,,数据不足
300413,2026-07-28,1.0,0.65,0.75,0.5,0.0,7.3717,2.2506,6.8499,5.55,0,55.2961,0.2792,数据不足,,数据不足
300498,2026-07-28,0.7,0.3,1.0,0.5,0.0,1.6038,5.4685,5.8464,3.9,0,40.0285,0.2195,数据不足,,数据不足
601319,2026-07-28,0.6,0.65,0.25,0.5,0.0,6.0893,3.3412,2.3438,8.3625,0,48.7247,0.2009,数据不足,,数据不足
603019,2026-07-28,1.0,0.65,1.0,0.5,0.0,4.875,7.8106,5.6978,2.3312,0,54.4932,0.2995,数据不足,,数据不足
603986,2026-07-28,1.0,0.65,0.75,0.5,0.0,7.409,9.5331,7.7258,1.7375,0,71.2419,0.2954,数据不足,,数据不足
002179,2026-07-28,1.0,0.65,1.0,0.5,0.0,2.5595,2.0674,6.1662,3.8812,0,34.4457,0.2995,数据不足,,数据不足
002001,2026-07-28,1.0,0.65,1.0,0.5,0.0,6.6755,8.3564,6.2597,6.3062,0,69.8847,0.3134,数据不足,,数据不足
601138,2026-07-28,1.0,0.65,0.75,0.5,0.0,7.4113,8.8798,5.9676,3.325,0,68.1735,0.2922,数据不足,,数据不足
002311,2026-07-28,1.0,0.65,1.0,0.5,0.0,5.0753,5.8808,7.587,4.8625,0,58.2172,0.31,数据不足,,数据不足
600760,2026-07-28,1.0,0.65,0.75,0.5,0.0,8.0772,1.1413,2.1464,3.0437,0,39.9371,0.2922,数据不足,,数据不足
601066,2026-07-28,0.6,0.65,0.25,0.5,0.0,8.1485,5.5953,2.625,5.6,0,57.8709,0.2009,数据不足,,数据不足
603259,2026-07-28,1.0,0.65,1.0,0.5,0.0,6.7695,7.3712,7.4421,4.7063,0,67.4222,0.31,数据不足,,数据不足
002050,2026-07-28,1.0,0.65,1.0,0.5,0.0,5.4778,6.7805,6.4971,3.2438,0,56.9381,0.3169,数据不足,,数据不足
300433,2026-07-28,0.7,0.3,1.0,0.5,0.0,1.2297,6.9161,5.6823,3.1438,0,41.1774,0.2036,数据不足,,数据不足
002493,2026-07-28,1.0,0.3,1.0,0.5,0.0,6.2672,2.2902,4.2924,3.9375,0,43.3537,0.2732,数据不足,,数据不足
300408,2026-07-28,1.0,0.65,1.0,0.5,0.0,5.451,8.7145,6.3362,2.025,0,59.8324,0.296,数据不足,,数据不足
600176,2026-07-28,1.0,0.65,1.0,0.5,0.0,5.3929,7.6141,5.8781,3.1375,0,57.4181,0.2995,数据不足,,数据不足
600438,2026-07-28,0.7,0.3,1.0,0.5,0.0,1.5741,1.1259,3.3091,8.5875,0,30.0405,0.2644,数据不足,,数据不足
600809,2026-07-28,1.0,0.65,0.75,0.5,0.0,8.2693,4.7836,5.4097,5.7875,0,62.5194,0.2954,数据不足,,数据不足
601360,2026-07-28,1.0,0.3,1.0,0.5,0.0,7.2032,3.6434,6.7166,3.3313,0,54.6092,0.2793,数据不足,,数据不足
600025,2026-07-28,1.0,0.65,1.0,0.5,0.0,4.3603,6.9373,4.665,4.9,0,52.338,0.3134,数据不足,,数据不足
600346,2026-07-28,1.0,0.65,1.0,0.5,0.0,5.8979,5.9526,4.8443,7.0625,0,58.7306,0.2891,数据不足,,数据不足
603288,2026-07-28,1.0,0.65,0.75,0.5,0.0,6.2048,5.9964,9.1976,3.4125,0,63.4662,0.2889,数据不足,,数据不足
601238,2026-07-28,0.7,0.3,1.0,0.5,0.0,1.1816,1.7552,5.5201,9.5312,0,36.9668,0.2406,数据不足,,数据不足
601838,2026-07-28,0.6,0.65,0.25,0.5,0.0,5.1123,5.0672,1.2812,8.9188,0,48.8284,0.1854,数据不足,,数据不足
601012,2026-07-28,0.7,0.3,1.0,0.5,0.0,1.521,1.1573,4.3036,8.2125,0,31.5359,0.238,数据不足,,数据不足
603799,2026-07-28,1.0,0.65,1.0,0.5,0.0,5.7982,7.0205,4.568,7.7188,0,61.8444,0.2716,数据不足,,数据不足
600011,2026-07-28,1.0,0.65,1.0,0.5,0.0,6.1319,5.186,4.2618,7.8062,0,57.3264,0.3134,数据不足,,数据不足
002460,2026-07-28,1.0,0.65,1.0,0.5,0.0,5.4108,2.5934,4.4055,4.7125,0,42.8841,0.3169,数据不足,,数据不足
601878,2026-07-28,0.6,0.65,0.25,0.5,0.0,6.7149,4.1886,2.9375,6.8375,0,51.9415,0.1965,数据不足,,数据不足
300122,2026-07-28,0.7,0.3,1.0,0.5,0.0,1.7239,1.0629,3.1762,8.0688,0,29.2052,0.2354,数据不足,,数据不足
300015,2026-07-28,1.0,0.65,1.0,0.5,0.0,6.9122,6.1829,7.9533,4.3125,0,65.0768,0.296,数据不足,,数据不足
002352,2026-07-28,1.0,0.65,1.0,0.5,0.0,4.8094,5.8913,6.8788,6.3313,0,58.2344,0.3134,数据不足,,数据不足
600436,2026-07-28,1.0,0.65,1.0,0.5,0.0,7.1574,3.5628,7.8876,2.8562,0,56.043,0.3169,数据不足,,数据不足
600919,2026-07-28,0.6,0.65,0.25,0.5,0.0,5.555,5.5816,1.0937,8.9562,0,51.3787,0.1987,数据不足,,数据不足
600926,2026-07-28,0.6,0.65,0.25,0.5,0.0,4.1484,5.6605,1.25,8.8375,0,47.0586,0.1854,数据不足,,数据不足
601229,2026-07-28,0.6,0.65,0.25,0.5,0.0,3.8379,4.2161,1.3125,9.2438,0,42.8272,0.1876,数据不足,,数据不足
