股票代码,实际披露日,PE_TTM,PB_MRQ,评分日期,数据来源,来源等级
300866,2026-04-02,21.71,5.65,2026-04-02,AKShare/百度股市通历史估值,公开
300866,2026-04-04,20.94,5.45,2026-04-04,AKShare/百度股市通历史估值,公开
300866,2026-04-06,20.94,5.45,2026-04-06,AKShare/百度股市通历史估值,公开
300866,2026-04-08,21.65,5.64,2026-04-08,AKShare/百度股市通历史估值,公开
300866,2026-04-10,24.54,5.94,2026-04-10,AKShare/百度股市通历史估值,公开
300866,2026-04-12,24.54,5.94,2026-04-12,AKShare/百度股市通历史估值,公开
300866,2026-04-14,24.13,5.84,2026-04-14,AKShare/百度股市通历史估值,公开
300866,2026-04-16,25.42,6.15,2026-04-16,AKShare/百度股市通历史估值,公开
300866,2026-04-18,24.72,5.98,2026-04-18,AKShare/百度股市通历史估值,公开
300866,2026-04-20,24.65,5.96,2026-04-20,AKShare/百度股市通历史估值,公开
300866,2026-04-22,24.95,6.03,2026-04-22,AKShare/百度股市通历史估值,公开
300866,2026-04-24,25.62,6.2,2026-04-24,AKShare/百度股市通历史估值,公开
300866,2026-04-26,25.62,6.2,2026-04-26,AKShare/百度股市通历史估值,公开
300866,2026-04-28,25.0,6.05,2026-04-28,AKShare/百度股市通历史估值,公开
300866,2026-04-30,26.68,6.02,2026-04-30,AKShare/百度股市通历史估值,公开
300866,2026-05-02,26.68,6.02,2026-05-02,AKShare/百度股市通历史估值,公开
300866,2026-05-04,26.68,6.02,2026-05-04,AKShare/百度股市通历史估值,公开
300866,2026-05-06,26.17,5.91,2026-05-06,AKShare/百度股市通历史估值,公开
300866,2026-05-08,25.42,5.74,2026-05-08,AKShare/百度股市通历史估值,公开
300866,2026-05-10,25.42,5.74,2026-05-10,AKShare/百度股市通历史估值,公开
300866,2026-05-12,26.86,6.06,2026-05-12,AKShare/百度股市通历史估值,公开
300866,2026-05-14,28.12,6.35,2026-05-14,AKShare/百度股市通历史估值,公开
300866,2026-05-16,28.61,6.46,2026-05-16,AKShare/百度股市通历史估值,公开
300866,2026-05-18,29.02,6.55,2026-05-18,AKShare/百度股市通历史估值,公开
300866,2026-05-20,28.6,6.46,2026-05-20,AKShare/百度股市通历史估值,公开
300866,2026-05-22,27.21,6.14,2026-05-22,AKShare/百度股市通历史估值,公开
300866,2026-05-24,27.21,6.14,2026-05-24,AKShare/百度股市通历史估值,公开
300866,2026-05-26,25.68,5.8,2026-05-26,AKShare/百度股市通历史估值,公开
300866,2026-05-28,27.11,6.12,2026-05-28,AKShare/百度股市通历史估值,公开
300866,2026-05-30,26.74,6.04,2026-05-30,AKShare/百度股市通历史估值,公开
300866,2026-06-01,26.1,5.89,2026-06-01,AKShare/百度股市通历史估值,公开
300866,2026-06-03,24.82,5.6,2026-06-03,AKShare/百度股市通历史估值,公开
300866,2026-06-05,23.87,5.39,2026-06-05,AKShare/百度股市通历史估值,公开
300866,2026-06-07,23.87,5.39,2026-06-07,AKShare/百度股市通历史估值,公开
300866,2026-06-09,22.84,5.16,2026-06-09,AKShare/百度股市通历史估值,公开
300866,2026-06-11,23.82,5.38,2026-06-11,AKShare/百度股市通历史估值,公开
300866,2026-06-13,24.47,5.53,2026-06-13,AKShare/百度股市通历史估值,公开
300866,2026-06-15,24.78,5.6,2026-06-15,AKShare/百度股市通历史估值,公开
300866,2026-06-17,24.17,5.46,2026-06-17,AKShare/百度股市通历史估值,公开
300866,2026-06-19,24.91,5.62,2026-06-19,AKShare/百度股市通历史估值,公开
300866,2026-06-21,24.91,5.62,2026-06-21,AKShare/百度股市通历史估值,公开
300866,2026-06-23,23.61,5.33,2026-06-23,AKShare/百度股市通历史估值,公开
300866,2026-06-25,23.26,5.25,2026-06-25,AKShare/百度股市通历史估值,公开
300866,2026-06-27,22.57,5.1,2026-06-27,AKShare/百度股市通历史估值,公开
300866,2026-06-29,23.19,5.24,2026-06-29,AKShare/百度股市通历史估值,公开
300866,2026-07-01,22.92,5.17,2026-07-01,AKShare/百度股市通历史估值,公开
300866,2026-07-03,24.94,5.63,2026-07-03,AKShare/百度股市通历史估值,公开
300866,2026-07-05,24.94,5.63,2026-07-05,AKShare/百度股市通历史估值,公开
300866,2026-07-07,24.56,5.55,2026-07-07,AKShare/百度股市通历史估值,公开
300866,2026-07-09,25.11,5.67,2026-07-09,AKShare/百度股市通历史估值,公开
300866,2026-07-11,24.49,5.53,2026-07-11,AKShare/百度股市通历史估值,公开
300866,2026-07-13,24.91,5.62,2026-07-13,AKShare/百度股市通历史估值,公开
300866,2026-07-15,25.61,5.78,2026-07-15,AKShare/百度股市通历史估值,公开
300866,2026-07-17,25.57,5.77,2026-07-17,AKShare/百度股市通历史估值,公开
300866,2026-07-19,25.57,5.77,2026-07-19,AKShare/百度股市通历史估值,公开
300866,2026-07-21,28.23,6.37,2026-07-21,AKShare/百度股市通历史估值,公开
300866,2026-07-23,27.05,6.11,2026-07-23,AKShare/百度股市通历史估值,公开
300866,2026-07-25,26.42,5.96,2026-07-25,AKShare/百度股市通历史估值,公开
300866,2026-07-27,27.57,6.22,2026-07-27,AKShare/百度股市通历史估值,公开
300866,2026-07-29,27.9,6.3,2026-07-29,AKShare/百度股市通历史估值,公开
002625,2011-11-09,32.33,8.07,2011-11-09,AKShare/百度股市通历史估值,公开
002625,2011-11-17,33.0,8.24,2011-11-17,AKShare/百度股市通历史估值,公开
002625,2011-11-25,34.58,8.63,2011-11-25,AKShare/百度股市通历史估值,公开
002625,2011-12-03,34.58,8.63,2011-12-03,AKShare/百度股市通历史估值,公开
002625,2011-12-11,29.78,7.43,2011-12-11,AKShare/百度股市通历史估值,公开
002625,2011-12-19,27.79,6.94,2011-12-19,AKShare/百度股市通历史估值,公开
002625,2011-12-27,21.28,5.31,2011-12-27,AKShare/百度股市通历史估值,公开
002625,2012-01-04,20.38,5.09,2012-01-04,AKShare/百度股市通历史估值,公开
002625,2012-01-12,21.59,5.39,2012-01-12,AKShare/百度股市通历史估值,公开
002625,2012-01-20,21.32,5.32,2012-01-20,AKShare/百度股市通历史估值,公开
002625,2012-01-28,21.32,5.32,2012-01-28,AKShare/百度股市通历史估值,公开
002625,2012-02-05,21.56,5.38,2012-02-05,AKShare/百度股市通历史估值,公开
002625,2012-02-13,23.31,5.82,2012-02-13,AKShare/百度股市通历史估值,公开
002625,2012-02-21,24.23,6.05,2012-02-21,AKShare/百度股市通历史估值,公开
002625,2012-02-29,28.03,6.08,2012-02-29,AKShare/百度股市通历史估值,公开
002625,2012-03-08,28.16,6.11,2012-03-08,AKShare/百度股市通历史估值,公开
002625,2012-03-16,28.2,6.12,2012-03-16,AKShare/百度股市通历史估值,公开
002625,2012-03-24,27.37,5.94,2012-03-24,AKShare/百度股市通历史估值,公开
002625,2012-04-01,24.27,5.26,2012-04-01,AKShare/百度股市通历史估值,公开
002625,2012-04-09,25.19,5.46,2012-04-09,AKShare/百度股市通历史估值,公开
002625,2012-04-17,29.16,3.23,2012-04-17,AKShare/百度股市通历史估值,公开
002625,2012-04-25,34.88,3.49,2012-04-25,AKShare/百度股市通历史估值,公开
002625,2012-05-03,40.38,4.04,2012-05-03,AKShare/百度股市通历史估值,公开
002625,2012-05-11,35.32,3.53,2012-05-11,AKShare/百度股市通历史估值,公开
002625,2012-05-19,32.11,3.21,2012-05-19,AKShare/百度股市通历史估值,公开
002625,2012-05-27,31.0,3.1,2012-05-27,AKShare/百度股市通历史估值,公开
002625,2012-06-04,30.8,3.08,2012-06-04,AKShare/百度股市通历史估值,公开
002625,2012-06-12,29.31,2.93,2012-06-12,AKShare/百度股市通历史估值,公开
002625,2012-06-20,30.84,3.09,2012-06-20,AKShare/百度股市通历史估值,公开
002625,2012-06-28,27.4,2.74,2012-06-28,AKShare/百度股市通历史估值,公开
002625,2012-07-06,30.28,3.03,2012-07-06,AKShare/百度股市通历史估值,公开
002625,2012-07-14,30.82,3.08,2012-07-14,AKShare/百度股市通历史估值,公开
002625,2012-07-22,28.29,2.83,2012-07-22,AKShare/百度股市通历史估值,公开
002625,2012-07-30,25.29,2.53,2012-07-30,AKShare/百度股市通历史估值,公开
002625,2012-08-07,27.46,2.75,2012-08-07,AKShare/百度股市通历史估值,公开
002625,2012-08-15,25.43,2.55,2012-08-15,AKShare/百度股市通历史估值,公开
002625,2012-08-23,27.27,2.73,2012-08-23,AKShare/百度股市通历史估值,公开
002625,2012-08-31,27.5,2.76,2012-08-31,AKShare/百度股市通历史估值,公开
002625,2012-09-08,29.69,2.97,2012-09-08,AKShare/百度股市通历史估值,公开
002625,2012-09-16,31.17,3.12,2012-09-16,AKShare/百度股市通历史估值,公开
002625,2012-09-24,35.28,3.53,2012-09-24,AKShare/百度股市通历史估值,公开
002625,2012-10-02,32.54,3.26,2012-10-02,AKShare/百度股市通历史估值,公开
002625,2012-10-10,31.87,3.19,2012-10-10,AKShare/百度股市通历史估值,公开
002625,2012-10-18,30.1,3.02,2012-10-18,AKShare/百度股市通历史估值,公开
002625,2012-10-26,27.22,2.63,2012-10-26,AKShare/百度股市通历史估值,公开
002625,2012-11-03,27.72,2.68,2012-11-03,AKShare/百度股市通历史估值,公开
002625,2012-11-11,24.57,2.37,2012-11-11,AKShare/百度股市通历史估值,公开
002625,2012-11-19,24.19,2.34,2012-11-19,AKShare/百度股市通历史估值,公开
002625,2012-11-27,21.78,2.1,2012-11-27,AKShare/百度股市通历史估值,公开
002625,2012-12-05,21.04,2.03,2012-12-05,AKShare/百度股市通历史估值,公开
002625,2012-12-13,21.48,2.07,2012-12-13,AKShare/百度股市通历史估值,公开
002625,2012-12-21,22.97,2.22,2012-12-21,AKShare/百度股市通历史估值,公开
002625,2012-12-29,24.22,2.34,2012-12-29,AKShare/百度股市通历史估值,公开
002625,2013-01-06,24.45,2.36,2013-01-06,AKShare/百度股市通历史估值,公开
002625,2013-01-14,26.27,2.54,2013-01-14,AKShare/百度股市通历史估值,公开
002625,2013-01-22,25.26,2.44,2013-01-22,AKShare/百度股市通历史估值,公开
002625,2013-01-30,26.09,2.52,2013-01-30,AKShare/百度股市通历史估值,公开
002625,2013-02-07,26.77,2.59,2013-02-07,AKShare/百度股市通历史估值,公开
002625,2013-02-15,26.8,2.59,2013-02-15,AKShare/百度股市通历史估值,公开
002625,2013-02-23,27.78,2.68,2013-02-23,AKShare/百度股市通历史估值,公开
002625,2013-03-03,29.83,2.59,2013-03-03,AKShare/百度股市通历史估值,公开
002625,2013-03-11,29.33,2.55,2013-03-11,AKShare/百度股市通历史估值,公开
002625,2013-03-19,27.05,2.35,2013-03-19,AKShare/百度股市通历史估值,公开
002625,2013-03-27,28.47,2.47,2013-03-27,AKShare/百度股市通历史估值,公开
002625,2013-04-04,29.43,2.55,2013-04-04,AKShare/百度股市通历史估值,公开
002625,2013-04-12,26.32,2.28,2013-04-12,AKShare/百度股市通历史估值,公开
002625,2013-04-20,28.51,2.38,2013-04-20,AKShare/百度股市通历史估值,公开
002625,2013-04-28,26.0,2.25,2013-04-28,AKShare/百度股市通历史估值,公开
002625,2013-05-06,27.25,2.36,2013-05-06,AKShare/百度股市通历史估值,公开
002625,2013-05-14,28.88,2.5,2013-05-14,AKShare/百度股市通历史估值,公开
002625,2013-05-22,28.6,2.47,2013-05-22,AKShare/百度股市通历史估值,公开
002625,2013-05-30,31.9,2.76,2013-05-30,AKShare/百度股市通历史估值,公开
002625,2013-06-07,27.99,2.42,2013-06-07,AKShare/百度股市通历史估值,公开
002625,2013-06-15,27.86,2.41,2013-06-15,AKShare/百度股市通历史估值,公开
002625,2013-06-23,26.83,2.32,2013-06-23,AKShare/百度股市通历史估值,公开
002625,2013-07-01,28.11,2.43,2013-07-01,AKShare/百度股市通历史估值,公开
002625,2013-07-09,25.51,2.21,2013-07-09,AKShare/百度股市通历史估值,公开
002625,2013-07-17,28.18,2.44,2013-07-17,AKShare/百度股市通历史估值,公开
002625,2013-07-25,27.73,2.4,2013-07-25,AKShare/百度股市通历史估值,公开
002625,2013-08-02,28.27,2.44,2013-08-02,AKShare/百度股市通历史估值,公开
002625,2013-08-10,31.1,2.69,2013-08-10,AKShare/百度股市通历史估值,公开
002625,2013-08-18,28.76,2.49,2013-08-18,AKShare/百度股市通历史估值,公开
002625,2013-08-26,29.65,2.56,2013-08-26,AKShare/百度股市通历史估值,公开
002625,2013-09-03,30.75,2.52,2013-09-03,AKShare/百度股市通历史估值,公开
002625,2013-09-11,31.01,2.55,2013-09-11,AKShare/百度股市通历史估值,公开
002625,2013-09-19,30.19,2.48,2013-09-19,AKShare/百度股市通历史估值,公开
002625,2013-09-27,30.52,2.51,2013-09-27,AKShare/百度股市通历史估值,公开
002625,2013-10-05,31.1,2.55,2013-10-05,AKShare/百度股市通历史估值,公开
002625,2013-10-13,31.5,2.59,2013-10-13,AKShare/百度股市通历史估值,公开
002625,2013-10-21,35.58,2.92,2013-10-21,AKShare/百度股市通历史估值,公开
002625,2013-10-29,30.25,2.48,2013-10-29,AKShare/百度股市通历史估值,公开
002625,2013-11-06,30.54,2.51,2013-11-06,AKShare/百度股市通历史估值,公开
002625,2013-11-14,31.32,2.57,2013-11-14,AKShare/百度股市通历史估值,公开
002625,2013-11-22,33.32,2.73,2013-11-22,AKShare/百度股市通历史估值,公开
002625,2013-11-30,34.82,2.86,2013-11-30,AKShare/百度股市通历史估值,公开
002625,2013-12-08,33.97,2.79,2013-12-08,AKShare/百度股市通历史估值,公开
002625,2013-12-16,33.81,2.77,2013-12-16,AKShare/百度股市通历史估值,公开
002625,2013-12-24,35.15,2.88,2013-12-24,AKShare/百度股市通历史估值,公开
002625,2014-01-01,36.75,3.02,2014-01-01,AKShare/百度股市通历史估值,公开
002625,2014-01-09,34.36,2.82,2014-01-09,AKShare/百度股市通历史估值,公开
002625,2014-01-17,35.18,2.89,2014-01-17,AKShare/百度股市通历史估值,公开
002625,2014-01-25,37.24,3.06,2014-01-25,AKShare/百度股市通历史估值,公开
002625,2014-02-02,38.97,3.2,2014-02-02,AKShare/百度股市通历史估值,公开
002625,2014-02-10,40.7,3.34,2014-02-10,AKShare/百度股市通历史估值,公开
002625,2014-02-18,41.29,3.39,2014-02-18,AKShare/百度股市通历史估值,公开
002625,2014-02-26,39.62,3.25,2014-02-26,AKShare/百度股市通历史估值,公开
002625,2014-03-06,47.3,3.42,2014-03-06,AKShare/百度股市通历史估值,公开
002625,2014-03-14,43.07,3.12,2014-03-14,AKShare/百度股市通历史估值,公开
002625,2014-03-22,43.04,3.11,2014-03-22,AKShare/百度股市通历史估值,公开
002625,2014-03-30,40.55,2.93,2014-03-30,AKShare/百度股市通历史估值,公开
002625,2014-04-07,42.22,3.06,2014-04-07,AKShare/百度股市通历史估值,公开
002625,2014-04-15,44.56,3.22,2014-04-15,AKShare/百度股市通历史估值,公开
002625,2014-04-23,43.02,3.11,2014-04-23,AKShare/百度股市通历史估值,公开
002625,2014-05-01,44.23,3.1,2014-05-01,AKShare/百度股市通历史估值,公开
002625,2014-05-09,45.56,3.19,2014-05-09,AKShare/百度股市通历史估值,公开
002625,2014-05-17,45.56,3.19,2014-05-17,AKShare/百度股市通历史估值,公开
002625,2014-05-25,45.56,3.19,2014-05-25,AKShare/百度股市通历史估值,公开
002625,2014-06-02,45.56,3.19,2014-06-02,AKShare/百度股市通历史估值,公开
002625,2014-06-10,45.56,3.19,2014-06-10,AKShare/百度股市通历史估值,公开
002625,2014-06-18,45.32,3.18,2014-06-18,AKShare/百度股市通历史估值,公开
002625,2014-06-26,45.32,3.18,2014-06-26,AKShare/百度股市通历史估值,公开
002625,2014-07-04,45.32,3.18,2014-07-04,AKShare/百度股市通历史估值,公开
002625,2014-07-12,45.32,3.18,2014-07-12,AKShare/百度股市通历史估值,公开
002625,2014-07-20,45.32,3.18,2014-07-20,AKShare/百度股市通历史估值,公开
002625,2014-07-28,45.32,3.18,2014-07-28,AKShare/百度股市通历史估值,公开
002625,2014-08-05,45.32,3.18,2014-08-05,AKShare/百度股市通历史估值,公开
002625,2014-08-13,45.32,3.18,2014-08-13,AKShare/百度股市通历史估值,公开
002625,2014-08-21,57.11,3.99,2014-08-21,AKShare/百度股市通历史估值,公开
002625,2014-08-29,55.69,3.89,2014-08-29,AKShare/百度股市通历史估值,公开
002625,2014-09-06,59.89,4.18,2014-09-06,AKShare/百度股市通历史估值,公开
002625,2014-09-14,62.18,4.34,2014-09-14,AKShare/百度股市通历史估值,公开
002625,2014-09-22,62.18,4.34,2014-09-22,AKShare/百度股市通历史估值,公开
002625,2014-09-30,69.94,4.88,2014-09-30,AKShare/百度股市通历史估值,公开
002625,2014-10-08,70.32,4.91,2014-10-08,AKShare/百度股市通历史估值,公开
002625,2014-10-16,69.55,4.86,2014-10-16,AKShare/百度股市通历史估值,公开
002625,2014-10-24,71.85,5.02,2014-10-24,AKShare/百度股市通历史估值,公开
002625,2014-11-01,73.36,5.13,2014-11-01,AKShare/百度股市通历史估值,公开
002625,2014-11-09,72.24,5.05,2014-11-09,AKShare/百度股市通历史估值,公开
002625,2014-11-17,72.93,5.1,2014-11-17,AKShare/百度股市通历史估值,公开
002625,2014-11-25,77.1,5.39,2014-11-25,AKShare/百度股市通历史估值,公开
002625,2014-12-03,78.49,5.49,2014-12-03,AKShare/百度股市通历史估值,公开
002625,2014-12-11,71.33,4.99,2014-12-11,AKShare/百度股市通历史估值,公开
002625,2014-12-19,71.7,5.02,2014-12-19,AKShare/百度股市通历史估值,公开
002625,2014-12-27,65.72,4.6,2014-12-27,AKShare/百度股市通历史估值,公开
002625,2015-01-04,64.44,4.51,2015-01-04,AKShare/百度股市通历史估值,公开
002625,2015-01-12,64.44,4.51,2015-01-12,AKShare/百度股市通历史估值,公开
002625,2015-01-20,64.41,4.51,2015-01-20,AKShare/百度股市通历史估值,公开
002625,2015-01-28,64.41,4.51,2015-01-28,AKShare/百度股市通历史估值,公开
002625,2015-02-05,64.41,4.51,2015-02-05,AKShare/百度股市通历史估值,公开
002625,2015-02-13,64.41,4.51,2015-02-13,AKShare/百度股市通历史估值,公开
002625,2015-02-21,54.52,4.5,2015-02-21,AKShare/百度股市通历史估值,公开
002625,2015-03-01,54.52,4.5,2015-03-01,AKShare/百度股市通历史估值,公开
002625,2015-03-09,54.52,4.5,2015-03-09,AKShare/百度股市通历史估值,公开
002625,2015-03-17,54.51,4.5,2015-03-17,AKShare/百度股市通历史估值,公开
002625,2015-03-25,54.51,4.5,2015-03-25,AKShare/百度股市通历史估值,公开
002625,2015-04-02,96.52,7.97,2015-04-02,AKShare/百度股市通历史估值,公开
002625,2015-04-10,155.46,12.84,2015-04-10,AKShare/百度股市通历史估值,公开
002625,2015-04-18,250.36,20.68,2015-04-18,AKShare/百度股市通历史估值,公开
002625,2015-04-26,341.96,28.24,2015-04-26,AKShare/百度股市通历史估值,公开
002625,2015-05-04,347.48,29.45,2015-05-04,AKShare/百度股市通历史估值,公开
002625,2015-05-12,580.28,49.18,2015-05-12,AKShare/百度股市通历史估值,公开
002625,2015-05-20,602.95,51.1,2015-05-20,AKShare/百度股市通历史估值,公开
002625,2015-05-28,652.99,55.34,2015-05-28,AKShare/百度股市通历史估值,公开
002625,2015-06-05,682.27,57.83,2015-06-05,AKShare/百度股市通历史估值,公开
002625,2015-06-13,685.64,58.11,2015-06-13,AKShare/百度股市通历史估值,公开
002625,2015-06-21,538.17,45.61,2015-06-21,AKShare/百度股市通历史估值,公开
002625,2015-06-29,511.02,43.31,2015-06-29,AKShare/百度股市通历史估值,公开
002625,2015-07-07,352.84,29.9,2015-07-07,AKShare/百度股市通历史估值,公开
002625,2015-07-15,352.84,29.9,2015-07-15,AKShare/百度股市通历史估值,公开
002625,2015-07-23,352.84,29.9,2015-07-23,AKShare/百度股市通历史估值,公开
002625,2015-07-31,352.84,29.9,2015-07-31,AKShare/百度股市通历史估值,公开
002625,2015-08-08,388.13,32.9,2015-08-08,AKShare/百度股市通历史估值,公开
002625,2015-08-16,545.53,40.75,2015-08-16,AKShare/百度股市通历史估值,公开
002625,2015-08-24,345.07,25.78,2015-08-24,AKShare/百度股市通历史估值,公开
002625,2015-09-01,239.4,17.88,2015-09-01,AKShare/百度股市通历史估值,公开
002625,2015-09-09,275.91,20.61,2015-09-09,AKShare/百度股市通历史估值,公开
002625,2015-09-17,236.98,17.7,2015-09-17,AKShare/百度股市通历史估值,公开
002625,2015-09-25,265.59,19.84,2015-09-25,AKShare/百度股市通历史估值,公开
002625,2015-10-03,270.91,20.24,2015-10-03,AKShare/百度股市通历史估值,公开
002625,2015-10-11,306.3,22.88,2015-10-11,AKShare/百度股市通历史估值,公开
002625,2015-10-19,353.53,26.41,2015-10-19,AKShare/百度股市通历史估值,公开
002625,2015-10-27,393.43,29.39,2015-10-27,AKShare/百度股市通历史估值,公开
002625,2015-11-04,375.59,28.09,2015-11-04,AKShare/百度股市通历史估值,公开
002625,2015-11-12,460.69,34.45,2015-11-12,AKShare/百度股市通历史估值,公开
002625,2015-11-20,499.05,37.32,2015-11-20,AKShare/百度股市通历史估值,公开
002625,2015-11-28,505.93,37.84,2015-11-28,AKShare/百度股市通历史估值,公开
002625,2015-12-06,515.34,38.54,2015-12-06,AKShare/百度股市通历史估值,公开
002625,2015-12-14,423.84,31.7,2015-12-14,AKShare/百度股市通历史估值,公开
002625,2015-12-22,409.6,30.63,2015-12-22,AKShare/百度股市通历史估值,公开
002625,2015-12-30,404.3,30.24,2015-12-30,AKShare/百度股市通历史估值,公开
002625,2016-01-07,313.19,23.42,2016-01-07,AKShare/百度股市通历史估值,公开
002625,2016-01-15,264.08,19.75,2016-01-15,AKShare/百度股市通历史估值,公开
002625,2016-01-23,296.19,22.15,2016-01-23,AKShare/百度股市通历史估值,公开
002625,2016-01-31,283.22,21.18,2016-01-31,AKShare/百度股市通历史估值,公开
002625,2016-02-08,294.21,22.0,2016-02-08,AKShare/百度股市通历史估值,公开
002625,2016-02-16,323.47,24.19,2016-02-16,AKShare/百度股市通历史估值,公开
002625,2016-02-24,400.19,29.93,2016-02-24,AKShare/百度股市通历史估值,公开
002625,2016-03-03,381.48,30.06,2016-03-03,AKShare/百度股市通历史估值,公开
002625,2016-03-11,315.21,24.84,2016-03-11,AKShare/百度股市通历史估值,公开
002625,2016-03-19,347.86,27.41,2016-03-19,AKShare/百度股市通历史估值,公开
002625,2016-03-27,350.33,27.61,2016-03-27,AKShare/百度股市通历史估值,公开
002625,2016-04-04,363.24,28.63,2016-04-04,AKShare/百度股市通历史估值,公开
002625,2016-04-12,389.36,30.68,2016-04-12,AKShare/百度股市通历史估值,公开
002625,2016-04-20,372.62,29.37,2016-04-20,AKShare/百度股市通历史估值,公开
002625,2016-04-28,357.89,27.29,2016-04-28,AKShare/百度股市通历史估值,公开
002625,2016-05-06,356.19,27.03,2016-05-06,AKShare/百度股市通历史估值,公开
002625,2016-05-14,315.35,23.93,2016-05-14,AKShare/百度股市通历史估值,公开
002625,2016-05-22,297.98,22.61,2016-05-22,AKShare/百度股市通历史估值,公开
002625,2016-05-30,304.31,23.09,2016-05-30,AKShare/百度股市通历史估值,公开
002625,2016-06-07,321.97,24.43,2016-06-07,AKShare/百度股市通历史估值,公开
002625,2016-06-15,304.53,23.11,2016-06-15,AKShare/百度股市通历史估值,公开
002625,2016-06-23,309.75,23.51,2016-06-23,AKShare/百度股市通历史估值,公开
002625,2016-07-01,318.81,24.19,2016-07-01,AKShare/百度股市通历史估值,公开
002625,2016-07-09,319.32,24.23,2016-07-09,AKShare/百度股市通历史估值,公开
002625,2016-07-17,320.94,24.36,2016-07-17,AKShare/百度股市通历史估值,公开
002625,2016-07-25,324.55,24.63,2016-07-25,AKShare/百度股市通历史估值,公开
002625,2016-08-02,302.84,22.98,2016-08-02,AKShare/百度股市通历史估值,公开
002625,2016-08-10,305.78,23.21,2016-08-10,AKShare/百度股市通历史估值,公开
002625,2016-08-18,309.02,23.45,2016-08-18,AKShare/百度股市通历史估值,公开
002625,2016-08-26,301.45,23.21,2016-08-26,AKShare/百度股市通历史估值,公开
002625,2016-09-03,312.61,24.07,2016-09-03,AKShare/百度股市通历史估值,公开
002625,2016-09-11,311.98,24.02,2016-09-11,AKShare/百度股市通历史估值,公开
002625,2016-09-19,307.95,23.71,2016-09-19,AKShare/百度股市通历史估值,公开
002625,2016-09-27,307.38,23.67,2016-09-27,AKShare/百度股市通历史估值,公开
002625,2016-10-05,305.19,23.5,2016-10-05,AKShare/百度股市通历史估值,公开
002625,2016-10-13,309.22,23.81,2016-10-13,AKShare/百度股市通历史估值,公开
002625,2016-10-21,307.74,23.69,2016-10-21,AKShare/百度股市通历史估值,公开
002625,2016-10-29,265.1,23.44,2016-10-29,AKShare/百度股市通历史估值,公开
002625,2016-11-06,266.12,23.53,2016-11-06,AKShare/百度股市通历史估值,公开
002625,2016-11-14,289.99,25.64,2016-11-14,AKShare/百度股市通历史估值,公开
002625,2016-11-22,274.88,24.31,2016-11-22,AKShare/百度股市通历史估值,公开
002625,2016-11-30,249.27,22.04,2016-11-30,AKShare/百度股市通历史估值,公开
002625,2016-12-08,250.29,22.13,2016-12-08,AKShare/百度股市通历史估值,公开
002625,2016-12-16,231.08,20.43,2016-12-16,AKShare/百度股市通历史估值,公开
002625,2016-12-24,232.41,20.55,2016-12-24,AKShare/百度股市通历史估值,公开
002625,2017-01-01,226.31,20.01,2017-01-01,AKShare/百度股市通历史估值,公开
002625,2017-01-09,226.25,20.01,2017-01-09,AKShare/百度股市通历史估值,公开
002625,2017-01-17,205.47,18.17,2017-01-17,AKShare/百度股市通历史估值,公开
002625,2017-01-25,221.54,19.59,2017-01-25,AKShare/百度股市通历史估值,公开
002625,2017-02-02,223.53,19.77,2017-02-02,AKShare/百度股市通历史估值,公开
002625,2017-02-10,962.03,85.07,2017-02-10,AKShare/百度股市通历史估值,公开
002625,2017-02-18,919.5,81.31,2017-02-18,AKShare/百度股市通历史估值,公开
002625,2017-02-26,922.3,81.56,2017-02-26,AKShare/百度股市通历史估值,公开
002625,2017-03-06,705.12,82.6,2017-03-06,AKShare/百度股市通历史估值,公开
002625,2017-03-14,693.4,75.87,2017-03-14,AKShare/百度股市通历史估值,公开
002625,2017-03-22,694.17,75.96,2017-03-22,AKShare/百度股市通历史估值,公开
002625,2017-03-30,652.83,71.43,2017-03-30,AKShare/百度股市通历史估值,公开
002625,2017-04-07,664.56,72.72,2017-04-07,AKShare/百度股市通历史估值,公开
002625,2017-04-15,698.97,76.48,2017-04-15,AKShare/百度股市通历史估值,公开
002625,2017-04-23,613.98,6.18,2017-04-23,AKShare/百度股市通历史估值,公开
002625,2017-05-01,613.98,6.18,2017-05-01,AKShare/百度股市通历史估值,公开
002625,2017-05-09,613.98,6.18,2017-05-09,AKShare/百度股市通历史估值,公开
002625,2017-05-17,613.98,6.18,2017-05-17,AKShare/百度股市通历史估值,公开
002625,2017-05-25,613.98,6.18,2017-05-25,AKShare/百度股市通历史估值,公开
002625,2017-06-02,613.91,6.18,2017-06-02,AKShare/百度股市通历史估值,公开
002625,2017-06-10,613.91,6.18,2017-06-10,AKShare/百度股市通历史估值,公开
002625,2017-06-18,613.91,6.18,2017-06-18,AKShare/百度股市通历史估值,公开
002625,2017-06-26,613.91,6.18,2017-06-26,AKShare/百度股市通历史估值,公开
002625,2017-07-04,613.91,6.18,2017-07-04,AKShare/百度股市通历史估值,公开
002625,2017-07-12,613.91,6.18,2017-07-12,AKShare/百度股市通历史估值,公开
002625,2017-07-20,613.91,6.18,2017-07-20,AKShare/百度股市通历史估值,公开
002625,2017-07-28,613.91,6.18,2017-07-28,AKShare/百度股市通历史估值,公开
002625,2017-08-05,613.91,6.18,2017-08-05,AKShare/百度股市通历史估值,公开
002625,2017-08-13,613.91,6.18,2017-08-13,AKShare/百度股市通历史估值,公开
