股票代码,实际披露日,PE_TTM,PB_MRQ,评分日期,数据来源,来源等级
600118,1997-09-19,56.28,13.47,1997-09-19,AKShare/百度股市通历史估值,公开
600118,1997-10-06,51.8,12.4,1997-10-06,AKShare/百度股市通历史估值,公开
600118,1997-10-23,55.22,13.22,1997-10-23,AKShare/百度股市通历史估值,公开
600118,1997-11-09,57.39,13.74,1997-11-09,AKShare/百度股市通历史估值,公开
600118,1997-11-26,55.62,13.31,1997-11-26,AKShare/百度股市通历史估值,公开
600118,1997-12-13,55.02,13.17,1997-12-13,AKShare/百度股市通历史估值,公开
600118,1997-12-30,63.23,15.13,1997-12-30,AKShare/百度股市通历史估值,公开
600118,1998-01-16,64.94,15.54,1998-01-16,AKShare/百度股市通历史估值,公开
600118,1998-02-02,65.39,15.65,1998-02-02,AKShare/百度股市通历史估值,公开
600118,1998-02-19,67.71,16.21,1998-02-19,AKShare/百度股市通历史估值,公开
600118,1998-03-08,63.43,15.18,1998-03-08,AKShare/百度股市通历史估值,公开
600118,1998-03-25,67.4,16.13,1998-03-25,AKShare/百度股市通历史估值,公开
600118,1998-04-11,80.94,19.37,1998-04-11,AKShare/百度股市通历史估值,公开
600118,1998-04-28,40.35,5.22,1998-04-28,AKShare/百度股市通历史估值,公开
600118,1998-05-15,41.56,5.37,1998-05-15,AKShare/百度股市通历史估值,公开
600118,1998-06-01,44.72,5.78,1998-06-01,AKShare/百度股市通历史估值,公开
600118,1998-06-18,38.92,5.03,1998-06-18,AKShare/百度股市通历史估值,公开
600118,1998-07-05,40.21,5.2,1998-07-05,AKShare/百度股市通历史估值,公开
600118,1998-07-22,37.64,4.87,1998-07-22,AKShare/百度股市通历史估值,公开
600118,1998-08-08,28.51,4.4,1998-08-08,AKShare/百度股市通历史估值,公开
600118,1998-08-25,26.27,4.05,1998-08-25,AKShare/百度股市通历史估值,公开
600118,1998-09-11,28.61,4.41,1998-09-11,AKShare/百度股市通历史估值,公开
600118,1998-09-28,29.73,4.58,1998-09-28,AKShare/百度股市通历史估值,公开
600118,1998-10-15,30.47,4.7,1998-10-15,AKShare/百度股市通历史估值,公开
600118,1998-11-01,30.13,4.65,1998-11-01,AKShare/百度股市通历史估值,公开
600118,1998-11-18,33.18,5.12,1998-11-18,AKShare/百度股市通历史估值,公开
600118,1998-12-05,30.81,4.75,1998-12-05,AKShare/百度股市通历史估值,公开
600118,1998-12-22,28.75,4.43,1998-12-22,AKShare/百度股市通历史估值,公开
600118,1999-01-08,28.17,4.34,1999-01-08,AKShare/百度股市通历史估值,公开
600118,1999-01-25,26.41,4.07,1999-01-25,AKShare/百度股市通历史估值,公开
600118,1999-02-11,24.55,3.79,1999-02-11,AKShare/百度股市通历史估值,公开
600118,1999-02-28,24.55,3.79,1999-02-28,AKShare/百度股市通历史估值,公开
600118,1999-03-17,26.38,4.07,1999-03-17,AKShare/百度股市通历史估值,公开
600118,1999-04-03,33.6,4.05,1999-04-03,AKShare/百度股市通历史估值,公开
600118,1999-04-20,32.63,3.93,1999-04-20,AKShare/百度股市通历史估值,公开
600118,1999-05-07,31.1,3.75,1999-05-07,AKShare/百度股市通历史估值,公开
600118,1999-05-24,31.22,3.76,1999-05-24,AKShare/百度股市通历史估值,公开
600118,1999-06-10,33.0,3.97,1999-06-10,AKShare/百度股市通历史估值,公开
600118,1999-06-27,39.86,4.8,1999-06-27,AKShare/百度股市通历史估值,公开
600118,1999-07-14,43.62,5.25,1999-07-14,AKShare/百度股市通历史估值,公开
600118,1999-07-31,44.35,5.34,1999-07-31,AKShare/百度股市通历史估值,公开
600118,1999-08-17,48.23,4.85,1999-08-17,AKShare/百度股市通历史估值,公开
600118,1999-09-03,48.46,4.88,1999-09-03,AKShare/百度股市通历史估值,公开
600118,1999-09-20,48.14,4.84,1999-09-20,AKShare/百度股市通历史估值,公开
600118,1999-10-07,44.78,4.5,1999-10-07,AKShare/百度股市通历史估值,公开
600118,1999-10-24,44.64,4.49,1999-10-24,AKShare/百度股市通历史估值,公开
600118,1999-11-10,42.81,4.31,1999-11-10,AKShare/百度股市通历史估值,公开
600118,1999-11-27,47.25,4.75,1999-11-27,AKShare/百度股市通历史估值,公开
600118,1999-12-14,48.88,4.92,1999-12-14,AKShare/百度股市通历史估值,公开
600118,1999-12-31,44.78,4.5,1999-12-31,AKShare/百度股市通历史估值,公开
600118,2000-01-17,50.85,5.11,2000-01-17,AKShare/百度股市通历史估值,公开
600118,2000-02-03,58.36,5.87,2000-02-03,AKShare/百度股市通历史估值,公开
600118,2000-02-20,61.91,6.23,2000-02-20,AKShare/百度股市通历史估值,公开
600118,2000-03-08,85.4,8.59,2000-03-08,AKShare/百度股市通历史估值,公开
600118,2000-03-25,163.36,13.72,2000-03-25,AKShare/百度股市通历史估值,公开
600118,2000-04-11,160.29,13.46,2000-04-11,AKShare/百度股市通历史估值,公开
600118,2000-04-28,189.28,15.89,2000-04-28,AKShare/百度股市通历史估值,公开
600118,2000-05-15,189.77,15.93,2000-05-15,AKShare/百度股市通历史估值,公开
600118,2000-06-01,230.21,19.33,2000-06-01,AKShare/百度股市通历史估值,公开
600118,2000-06-18,210.85,17.71,2000-06-18,AKShare/百度股市通历史估值,公开
600118,2000-07-05,197.08,16.55,2000-07-05,AKShare/百度股市通历史估值,公开
600118,2000-07-22,194.58,16.34,2000-07-22,AKShare/百度股市通历史估值,公开
600118,2000-08-08,191.66,16.09,2000-08-08,AKShare/百度股市通历史估值,公开
600118,2000-08-25,129.97,15.26,2000-08-25,AKShare/百度股市通历史估值,公开
600118,2000-09-11,116.68,13.7,2000-09-11,AKShare/百度股市通历史估值,公开
600118,2000-09-28,118.29,13.88,2000-09-28,AKShare/百度股市通历史估值,公开
600118,2000-10-15,119.49,14.03,2000-10-15,AKShare/百度股市通历史估值,公开
600118,2000-11-01,108.61,12.75,2000-11-01,AKShare/百度股市通历史估值,公开
600118,2000-11-18,107.64,12.63,2000-11-18,AKShare/百度股市通历史估值,公开
600118,2000-12-05,114.39,13.43,2000-12-05,AKShare/百度股市通历史估值,公开
600118,2000-12-22,111.07,13.04,2000-12-22,AKShare/百度股市通历史估值,公开
600118,2001-01-08,104.32,12.24,2001-01-08,AKShare/百度股市通历史估值,公开
600118,2001-01-25,107.35,12.6,2001-01-25,AKShare/百度股市通历史估值,公开
600118,2001-02-11,103.92,12.2,2001-02-11,AKShare/百度股市通历史估值,公开
600118,2001-02-28,109.35,12.84,2001-02-28,AKShare/百度股市通历史估值,公开
600118,2001-03-17,113.88,13.37,2001-03-17,AKShare/百度股市通历史估值,公开
600118,2001-04-03,114.45,13.43,2001-04-03,AKShare/百度股市通历史估值,公开
600118,2001-04-20,221.02,13.56,2001-04-20,AKShare/百度股市通历史估值,公开
600118,2001-05-07,220.8,13.55,2001-05-07,AKShare/百度股市通历史估值,公开
600118,2001-05-24,221.02,13.56,2001-05-24,AKShare/百度股市通历史估值,公开
600118,2001-06-10,242.19,14.86,2001-06-10,AKShare/百度股市通历史估值,公开
600118,2001-06-27,251.34,15.42,2001-06-27,AKShare/百度股市通历史估值,公开
600118,2001-07-14,251.23,15.41,2001-07-14,AKShare/百度股市通历史估值,公开
600118,2001-07-31,237.01,14.54,2001-07-31,AKShare/百度股市通历史估值,公开
600118,2001-08-17,710.53,13.94,2001-08-17,AKShare/百度股市通历史估值,公开
600118,2001-09-03,660.08,12.95,2001-09-03,AKShare/百度股市通历史估值,公开
600118,2001-09-20,648.75,12.73,2001-09-20,AKShare/百度股市通历史估值,公开
600118,2001-10-07,629.87,12.36,2001-10-07,AKShare/百度股市通历史估值,公开
600118,2001-10-24,583.53,11.45,2001-10-24,AKShare/百度股市通历史估值,公开
600118,2001-11-10,590.74,11.59,2001-11-10,AKShare/百度股市通历史估值,公开
600118,2001-11-27,645.66,12.67,2001-11-27,AKShare/百度股市通历史估值,公开
600118,2001-12-14,623.35,12.23,2001-12-14,AKShare/百度股市通历史估值,公开
600118,2001-12-31,642.57,12.61,2001-12-31,AKShare/百度股市通历史估值,公开
600118,2002-01-17,580.78,11.4,2002-01-17,AKShare/百度股市通历史估值,公开
600118,2002-02-03,639.82,12.55,2002-02-03,AKShare/百度股市通历史估值,公开
600118,2002-02-20,639.82,12.55,2002-02-20,AKShare/百度股市通历史估值,公开
600118,2002-03-09,665.91,13.07,2002-03-09,AKShare/百度股市通历史估值,公开
600118,2002-03-26,671.4,13.17,2002-03-26,AKShare/百度股市通历史估值,公开
600118,2002-04-12,340.33,12.63,2002-04-12,AKShare/百度股市通历史估值,公开
600118,2002-04-29,342.9,12.9,2002-04-29,AKShare/百度股市通历史估值,公开
600118,2002-05-16,333.16,12.53,2002-05-16,AKShare/百度股市通历史估值,公开
600118,2002-06-02,332.79,12.52,2002-06-02,AKShare/百度股市通历史估值,公开
600118,2002-06-19,328.38,12.35,2002-06-19,AKShare/百度股市通历史估值,公开
600118,2002-07-06,339.59,12.78,2002-07-06,AKShare/百度股市通历史估值,公开
600118,2002-07-23,331.32,12.46,2002-07-23,AKShare/百度股市通历史估值,公开
600118,2002-08-09,318.28,11.97,2002-08-09,AKShare/百度股市通历史估值,公开
600118,2002-08-26,737.58,11.64,2002-08-26,AKShare/百度股市通历史估值,公开
600118,2002-09-12,723.86,11.42,2002-09-12,AKShare/百度股市通历史估值,公开
600118,2002-09-29,700.71,11.06,2002-09-29,AKShare/百度股市通历史估值,公开
600118,2002-10-16,682.27,10.76,2002-10-16,AKShare/百度股市通历史估值,公开
600118,2002-11-02,659.11,10.32,2002-11-02,AKShare/百度股市通历史估值,公开
600118,2002-11-19,634.24,9.93,2002-11-19,AKShare/百度股市通历史估值,公开
600118,2002-12-06,635.52,9.95,2002-12-06,AKShare/百度股市通历史估值,公开
600118,2002-12-23,646.67,10.13,2002-12-23,AKShare/百度股市通历史估值,公开
600118,2003-01-09,566.05,8.86,2003-01-09,AKShare/百度股市通历史估值,公开
600118,2003-01-26,572.49,8.97,2003-01-26,AKShare/百度股市通历史估值,公开
600118,2003-02-12,618.8,9.69,2003-02-12,AKShare/百度股市通历史估值,公开
600118,2003-03-01,602.08,9.43,2003-03-01,AKShare/百度股市通历史估值,公开
600118,2003-03-18,552.76,8.66,2003-03-18,AKShare/百度股市通历史估值,公开
600118,2003-04-04,567.77,8.89,2003-04-04,AKShare/百度股市通历史估值,公开
600118,2003-04-21,679.69,10.64,2003-04-21,AKShare/百度股市通历史估值,公开
600118,2003-05-08,120.55,9.82,2003-05-08,AKShare/百度股市通历史估值,公开
600118,2003-05-25,115.8,9.43,2003-05-25,AKShare/百度股市通历史估值,公开
600118,2003-06-11,112.06,9.13,2003-06-11,AKShare/百度股市通历史估值,公开
600118,2003-06-28,110.42,9.0,2003-06-28,AKShare/百度股市通历史估值,公开
600118,2003-07-15,105.44,8.59,2003-07-15,AKShare/百度股市通历史估值,公开
600118,2003-08-01,100.81,8.21,2003-08-01,AKShare/百度股市通历史估值,公开
600118,2003-08-18,87.87,7.72,2003-08-18,AKShare/百度股市通历史估值,公开
600118,2003-09-04,102.08,8.97,2003-09-04,AKShare/百度股市通历史估值,公开
600118,2003-09-21,92.4,8.12,2003-09-21,AKShare/百度股市通历史估值,公开
600118,2003-10-08,114.02,10.02,2003-10-08,AKShare/百度股市通历史估值,公开
600118,2003-10-25,87.17,7.66,2003-10-25,AKShare/百度股市通历史估值,公开
600118,2003-11-11,60.58,6.32,2003-11-11,AKShare/百度股市通历史估值,公开
600118,2003-11-28,74.83,7.81,2003-11-28,AKShare/百度股市通历史估值,公开
600118,2003-12-15,75.98,7.92,2003-12-15,AKShare/百度股市通历史估值,公开
600118,2004-01-01,67.31,7.02,2004-01-01,AKShare/百度股市通历史估值,公开
600118,2004-01-18,75.05,7.83,2004-01-18,AKShare/百度股市通历史估值,公开
600118,2004-02-04,85.29,8.9,2004-02-04,AKShare/百度股市通历史估值,公开
600118,2004-02-21,84.86,8.85,2004-02-21,AKShare/百度股市通历史估值,公开
600118,2004-03-09,80.06,8.35,2004-03-09,AKShare/百度股市通历史估值,公开
600118,2004-03-26,109.19,8.05,2004-03-26,AKShare/百度股市通历史估值,公开
600118,2004-04-12,103.07,7.59,2004-04-12,AKShare/百度股市通历史估值,公开
600118,2004-04-29,67.15,6.55,2004-04-29,AKShare/百度股市通历史估值,公开
600118,2004-05-16,65.62,6.4,2004-05-16,AKShare/百度股市通历史估值,公开
600118,2004-06-02,66.86,6.52,2004-06-02,AKShare/百度股市通历史估值,公开
600118,2004-06-19,61.49,5.99,2004-06-19,AKShare/百度股市通历史估值,公开
600118,2004-07-06,64.24,6.26,2004-07-06,AKShare/百度股市通历史估值,公开
600118,2004-07-23,65.84,6.42,2004-07-23,AKShare/百度股市通历史估值,公开
600118,2004-08-09,78.12,6.02,2004-08-09,AKShare/百度股市通历史估值,公开
600118,2004-08-26,62.57,4.82,2004-08-26,AKShare/百度股市通历史估值,公开
600118,2004-09-12,70.16,5.41,2004-09-12,AKShare/百度股市通历史估值,公开
600118,2004-09-29,70.89,5.46,2004-09-29,AKShare/百度股市通历史估值,公开
600118,2004-10-16,71.9,5.54,2004-10-16,AKShare/百度股市通历史估值,公开
600118,2004-11-02,83.25,5.23,2004-11-02,AKShare/百度股市通历史估值,公开
600118,2004-11-19,87.03,5.46,2004-11-19,AKShare/百度股市通历史估值,公开
600118,2004-12-06,88.36,5.55,2004-12-06,AKShare/百度股市通历史估值,公开
600118,2004-12-23,78.14,4.9,2004-12-23,AKShare/百度股市通历史估值,公开
600118,2005-01-09,72.03,4.52,2005-01-09,AKShare/百度股市通历史估值,公开
600118,2005-01-26,76.47,4.8,2005-01-26,AKShare/百度股市通历史估值,公开
600118,2005-02-12,74.91,4.7,2005-02-12,AKShare/百度股市通历史估值,公开
600118,2005-03-01,79.36,4.98,2005-03-01,AKShare/百度股市通历史估值,公开
600118,2005-03-18,70.47,4.42,2005-03-18,AKShare/百度股市通历史估值,公开
600118,2005-04-04,70.14,4.4,2005-04-04,AKShare/百度股市通历史估值,公开
600118,2005-04-21,372.28,3.89,2005-04-21,AKShare/百度股市通历史估值,公开
600118,2005-05-08,-267.29,3.65,2005-05-08,AKShare/百度股市通历史估值,公开
600118,2005-05-25,-268.86,3.67,2005-05-25,AKShare/百度股市通历史估值,公开
600118,2005-06-11,-276.22,3.77,2005-06-11,AKShare/百度股市通历史估值,公开
600118,2005-06-28,-284.09,3.88,2005-06-28,AKShare/百度股市通历史估值,公开
600118,2005-07-15,-224.23,3.06,2005-07-15,AKShare/百度股市通历史估值,公开
600118,2005-08-01,-257.84,3.52,2005-08-01,AKShare/百度股市通历史估值,公开
600118,2005-08-18,476.09,3.72,2005-08-18,AKShare/百度股市通历史估值,公开
600118,2005-09-04,571.84,4.47,2005-09-04,AKShare/百度股市通历史估值,公开
600118,2005-09-21,678.34,5.3,2005-09-21,AKShare/百度股市通历史估值,公开
600118,2005-10-08,652.38,5.1,2005-10-08,AKShare/百度股市通历史估值,公开
600118,2005-10-25,565.58,4.42,2005-10-25,AKShare/百度股市通历史估值,公开
600118,2005-11-11,298.86,4.5,2005-11-11,AKShare/百度股市通历史估值,公开
600118,2005-11-28,284.72,4.29,2005-11-28,AKShare/百度股市通历史估值,公开
600118,2005-12-15,290.19,4.37,2005-12-15,AKShare/百度股市通历史估值,公开
600118,2006-01-01,309.35,4.66,2006-01-01,AKShare/百度股市通历史估值,公开
600118,2006-01-18,376.88,5.68,2006-01-18,AKShare/百度股市通历史估值,公开
600118,2006-02-04,415.21,6.25,2006-02-04,AKShare/百度股市通历史估值,公开
600118,2006-02-21,376.43,5.67,2006-02-21,AKShare/百度股市通历史估值,公开
600118,2006-03-10,346.31,5.22,2006-03-10,AKShare/百度股市通历史估值,公开
600118,2006-03-27,391.94,5.9,2006-03-27,AKShare/百度股市通历史估值,公开
600118,2006-04-13,92.85,6.2,2006-04-13,AKShare/百度股市通历史估值,公开
600118,2006-04-30,135.95,9.08,2006-04-30,AKShare/百度股市通历史估值,公开
600118,2006-05-17,173.37,11.58,2006-05-17,AKShare/百度股市通历史估值,公开
600118,2006-06-03,189.89,12.69,2006-06-03,AKShare/百度股市通历史估值,公开
600118,2006-06-20,172.97,11.56,2006-06-20,AKShare/百度股市通历史估值,公开
600118,2006-07-07,191.78,12.81,2006-07-07,AKShare/百度股市通历史估值,公开
600118,2006-07-24,162.62,10.86,2006-07-24,AKShare/百度股市通历史估值,公开
600118,2006-08-10,152.51,9.67,2006-08-10,AKShare/百度股市通历史估值,公开
600118,2006-08-27,192.0,12.17,2006-08-27,AKShare/百度股市通历史估值,公开
600118,2006-09-13,191.39,12.13,2006-09-13,AKShare/百度股市通历史估值,公开
600118,2006-09-30,222.09,14.08,2006-09-30,AKShare/百度股市通历史估值,公开
600118,2006-10-17,215.03,13.63,2006-10-17,AKShare/百度股市通历史估值,公开
600118,2006-11-03,148.16,11.73,2006-11-03,AKShare/百度股市通历史估值,公开
600118,2006-11-20,129.49,10.25,2006-11-20,AKShare/百度股市通历史估值,公开
600118,2006-12-07,144.63,11.45,2006-12-07,AKShare/百度股市通历史估值,公开
600118,2006-12-24,157.88,12.5,2006-12-24,AKShare/百度股市通历史估值,公开
600118,2007-01-10,91.12,13.72,2007-01-10,AKShare/百度股市通历史估值,公开
600118,2007-01-27,104.93,15.8,2007-01-27,AKShare/百度股市通历史估值,公开
600118,2007-02-13,102.83,14.57,2007-02-13,AKShare/百度股市通历史估值,公开
600118,2007-03-02,102.75,14.55,2007-03-02,AKShare/百度股市通历史估值,公开
600118,2007-03-19,111.94,15.86,2007-03-19,AKShare/百度股市通历史估值,公开
600118,2007-04-05,111.32,15.77,2007-04-05,AKShare/百度股市通历史估值,公开
600118,2007-04-22,131.03,18.56,2007-04-22,AKShare/百度股市通历史估值,公开
600118,2007-05-09,120.53,19.73,2007-05-09,AKShare/百度股市通历史估值,公开
600118,2007-05-26,187.85,30.75,2007-05-26,AKShare/百度股市通历史估值,公开
600118,2007-06-12,170.44,27.9,2007-06-12,AKShare/百度股市通历史估值,公开
600118,2007-06-29,122.73,20.09,2007-06-29,AKShare/百度股市通历史估值,公开
600118,2007-07-16,121.79,19.94,2007-07-16,AKShare/百度股市通历史估值,公开
600118,2007-08-02,93.13,20.6,2007-08-02,AKShare/百度股市通历史估值,公开
600118,2007-08-19,102.05,22.57,2007-08-19,AKShare/百度股市通历史估值,公开
600118,2007-09-05,109.16,24.14,2007-09-05,AKShare/百度股市通历史估值,公开
600118,2007-09-22,101.56,22.46,2007-09-22,AKShare/百度股市通历史估值,公开
600118,2007-10-09,112.67,24.92,2007-10-09,AKShare/百度股市通历史估值,公开
600118,2007-10-26,87.67,18.98,2007-10-26,AKShare/百度股市通历史估值,公开
600118,2007-11-12,96.17,20.82,2007-11-12,AKShare/百度股市通历史估值,公开
600118,2007-11-29,92.62,20.05,2007-11-29,AKShare/百度股市通历史估值,公开
600118,2007-12-16,102.34,22.16,2007-12-16,AKShare/百度股市通历史估值,公开
600118,2008-01-02,142.01,30.74,2008-01-02,AKShare/百度股市通历史估值,公开
600118,2008-01-19,146.14,31.64,2008-01-19,AKShare/百度股市通历史估值,公开
600118,2008-02-05,121.29,6.67,2008-02-05,AKShare/百度股市通历史估值,公开
600118,2008-02-22,127.91,7.03,2008-02-22,AKShare/百度股市通历史估值,公开
600118,2008-03-10,119.92,6.59,2008-03-10,AKShare/百度股市通历史估值,公开
600118,2008-03-27,77.02,4.23,2008-03-27,AKShare/百度股市通历史估值,公开
600118,2008-04-13,72.74,4.0,2008-04-13,AKShare/百度股市通历史估值,公开
600118,2008-04-30,70.09,5.48,2008-04-30,AKShare/百度股市通历史估值,公开
600118,2008-05-17,68.81,5.38,2008-05-17,AKShare/百度股市通历史估值,公开
600118,2008-06-03,63.28,4.94,2008-06-03,AKShare/百度股市通历史估值,公开
600118,2008-06-20,48.05,3.75,2008-06-20,AKShare/百度股市通历史估值,公开
600118,2008-07-07,56.69,4.43,2008-07-07,AKShare/百度股市通历史估值,公开
600118,2008-07-24,57.63,4.5,2008-07-24,AKShare/百度股市通历史估值,公开
600118,2008-08-10,55.15,4.31,2008-08-10,AKShare/百度股市通历史估值,公开
600118,2008-08-27,43.91,3.3,2008-08-27,AKShare/百度股市通历史估值,公开
600118,2008-09-13,45.25,3.4,2008-09-13,AKShare/百度股市通历史估值,公开
600118,2008-09-30,47.6,3.57,2008-09-30,AKShare/百度股市通历史估值,公开
600118,2008-10-17,35.35,2.65,2008-10-17,AKShare/百度股市通历史估值,公开
600118,2008-11-03,28.99,2.63,2008-11-03,AKShare/百度股市通历史估值,公开
600118,2008-11-20,34.71,3.14,2008-11-20,AKShare/百度股市通历史估值,公开
600118,2008-12-07,36.75,3.33,2008-12-07,AKShare/百度股市通历史估值,公开
600118,2008-12-24,39.89,3.61,2008-12-24,AKShare/百度股市通历史估值,公开
600118,2009-01-10,44.39,4.02,2009-01-10,AKShare/百度股市通历史估值,公开
600118,2009-01-27,48.82,4.42,2009-01-27,AKShare/百度股市通历史估值,公开
600118,2009-02-13,52.44,4.75,2009-02-13,AKShare/百度股市通历史估值,公开
600118,2009-03-02,34.52,4.16,2009-03-02,AKShare/百度股市通历史估值,公开
600118,2009-03-19,37.48,4.51,2009-03-19,AKShare/百度股市通历史估值,公开
600118,2009-04-05,38.45,4.63,2009-04-05,AKShare/百度股市通历史估值,公开
600118,2009-04-22,39.45,4.75,2009-04-22,AKShare/百度股市通历史估值,公开
600118,2009-05-09,40.63,4.63,2009-05-09,AKShare/百度股市通历史估值,公开
600118,2009-05-26,39.04,4.44,2009-05-26,AKShare/百度股市通历史估值,公开
600118,2009-06-12,37.89,4.31,2009-06-12,AKShare/百度股市通历史估值,公开
600118,2009-06-29,38.08,4.33,2009-06-29,AKShare/百度股市通历史估值,公开
600118,2009-07-16,40.7,4.63,2009-07-16,AKShare/百度股市通历史估值,公开
600118,2009-08-02,47.4,5.4,2009-08-02,AKShare/百度股市通历史估值,公开
600118,2009-08-19,34.48,4.29,2009-08-19,AKShare/百度股市通历史估值,公开
600118,2009-09-05,40.37,5.02,2009-09-05,AKShare/百度股市通历史估值,公开
600118,2009-09-22,40.2,5.0,2009-09-22,AKShare/百度股市通历史估值,公开
600118,2009-10-09,36.56,4.55,2009-10-09,AKShare/百度股市通历史估值,公开
600118,2009-10-26,38.02,4.73,2009-10-26,AKShare/百度股市通历史估值,公开
600118,2009-11-12,38.0,4.75,2009-11-12,AKShare/百度股市通历史估值,公开
600118,2009-11-29,38.09,4.76,2009-11-29,AKShare/百度股市通历史估值,公开
600118,2009-12-16,40.03,5.01,2009-12-16,AKShare/百度股市通历史估值,公开
600118,2010-01-02,44.29,5.54,2010-01-02,AKShare/百度股市通历史估值,公开
600118,2010-01-19,50.57,6.32,2010-01-19,AKShare/百度股市通历史估值,公开
600118,2010-02-05,49.49,6.19,2010-02-05,AKShare/百度股市通历史估值,公开
600118,2010-02-22,56.47,6.82,2010-02-22,AKShare/百度股市通历史估值,公开
600118,2010-03-11,59.07,7.13,2010-03-11,AKShare/百度股市通历史估值,公开
600118,2010-03-28,66.01,7.97,2010-03-28,AKShare/百度股市通历史估值,公开
600118,2010-04-14,66.43,8.02,2010-04-14,AKShare/百度股市通历史估值,公开
600118,2010-05-01,53.6,6.55,2010-05-01,AKShare/百度股市通历史估值,公开
600118,2010-05-18,49.8,6.09,2010-05-18,AKShare/百度股市通历史估值,公开
600118,2010-06-04,60.87,7.44,2010-06-04,AKShare/百度股市通历史估值,公开
600118,2010-06-21,62.09,7.59,2010-06-21,AKShare/百度股市通历史估值,公开
600118,2010-07-08,57.27,7.0,2010-07-08,AKShare/百度股市通历史估值,公开
600118,2010-07-25,62.37,7.62,2010-07-25,AKShare/百度股市通历史估值,公开
600118,2010-08-11,67.57,8.26,2010-08-11,AKShare/百度股市通历史估值,公开
600118,2010-08-28,70.2,8.64,2010-08-28,AKShare/百度股市通历史估值,公开
600118,2010-09-14,91.51,11.26,2010-09-14,AKShare/百度股市通历史估值,公开
600118,2010-10-01,92.43,11.37,2010-10-01,AKShare/百度股市通历史估值,公开
600118,2010-10-18,81.37,10.01,2010-10-18,AKShare/百度股市通历史估值,公开
600118,2010-11-04,108.2,12.42,2010-11-04,AKShare/百度股市通历史估值,公开
600118,2010-11-21,94.07,10.8,2010-11-21,AKShare/百度股市通历史估值,公开
600118,2010-12-08,89.9,10.32,2010-12-08,AKShare/百度股市通历史估值,公开
600118,2010-12-25,90.04,10.34,2010-12-25,AKShare/百度股市通历史估值,公开
600118,2011-01-11,84.37,9.68,2011-01-11,AKShare/百度股市通历史估值,公开
600118,2011-01-28,81.09,9.31,2011-01-28,AKShare/百度股市通历史估值,公开
600118,2011-02-14,83.87,9.63,2011-02-14,AKShare/百度股市通历史估值,公开
600118,2011-03-03,80.88,9.34,2011-03-03,AKShare/百度股市通历史估值,公开
600118,2011-03-20,78.09,9.02,2011-03-20,AKShare/百度股市通历史估值,公开
600118,2011-04-06,77.69,8.97,2011-04-06,AKShare/百度股市通历史估值,公开
600118,2011-04-23,75.3,8.7,2011-04-23,AKShare/百度股市通历史估值,公开
600118,2011-05-10,71.05,8.21,2011-05-10,AKShare/百度股市通历史估值,公开
600118,2011-05-27,63.29,7.31,2011-05-27,AKShare/百度股市通历史估值,公开
600118,2011-06-13,66.13,7.64,2011-06-13,AKShare/百度股市通历史估值,公开
600118,2011-06-30,74.06,8.55,2011-06-30,AKShare/百度股市通历史估值,公开
600118,2011-07-17,77.5,8.95,2011-07-17,AKShare/百度股市通历史估值,公开
600118,2011-08-03,75.51,8.72,2011-08-03,AKShare/百度股市通历史估值,公开
600118,2011-08-20,70.54,8.45,2011-08-20,AKShare/百度股市通历史估值,公开
600118,2011-09-06,66.63,7.98,2011-09-06,AKShare/百度股市通历史估值,公开
600118,2011-09-23,71.67,8.59,2011-09-23,AKShare/百度股市通历史估值,公开
600118,2011-10-10,63.0,7.55,2011-10-10,AKShare/百度股市通历史估值,公开
600118,2011-10-27,59.62,7.48,2011-10-27,AKShare/百度股市通历史估值,公开
600118,2011-11-13,63.67,7.99,2011-11-13,AKShare/百度股市通历史估值,公开
600118,2011-11-30,61.16,7.67,2011-11-30,AKShare/百度股市通历史估值,公开
600118,2011-12-17,58.54,7.34,2011-12-17,AKShare/百度股市通历史估值,公开
600118,2012-01-03,59.44,7.46,2012-01-03,AKShare/百度股市通历史估值,公开
600118,2012-01-20,50.38,6.32,2012-01-20,AKShare/百度股市通历史估值,公开
600118,2012-02-06,52.22,6.55,2012-02-06,AKShare/百度股市通历史估值,公开
600118,2012-02-23,55.86,7.01,2012-02-23,AKShare/百度股市通历史估值,公开
600118,2012-03-11,59.85,6.9,2012-03-11,AKShare/百度股市通历史估值,公开
600118,2012-03-28,53.72,6.19,2012-03-28,AKShare/百度股市通历史估值,公开
600118,2012-04-14,54.72,6.31,2012-04-14,AKShare/百度股市通历史估值,公开
600118,2012-05-01,54.56,6.3,2012-05-01,AKShare/百度股市通历史估值,公开
600118,2012-05-18,52.21,6.03,2012-05-18,AKShare/百度股市通历史估值,公开
600118,2012-06-04,50.24,5.8,2012-06-04,AKShare/百度股市通历史估值,公开
600118,2012-06-21,49.19,5.68,2012-06-21,AKShare/百度股市通历史估值,公开
600118,2012-07-08,46.52,5.37,2012-07-08,AKShare/百度股市通历史估值,公开
600118,2012-07-25,41.96,4.84,2012-07-25,AKShare/百度股市通历史估值,公开
600118,2012-08-11,42.8,5.06,2012-08-11,AKShare/百度股市通历史估值,公开
600118,2012-08-28,36.8,4.35,2012-08-28,AKShare/百度股市通历史估值,公开
600118,2012-09-14,44.17,5.22,2012-09-14,AKShare/百度股市通历史估值,公开
600118,2012-10-01,39.58,4.68,2012-10-01,AKShare/百度股市通历史估值,公开
