股票代码,报告期,实际披露日,数据截止日,评分日期,数据来源,来源等级,收入,归母净利润,扣非净利润,经营现金流净额,自由现金流,FCF净利比,ROE,ROIC,收入3年CAGR,扣非净利润3年CAGR,资产负债率,应收周转天数,存货周转天数,有息负债率,利息保障倍数,PE_TTM,PB_MRQ,估值日期,估值数据状态,毛利率,净利率,审计意见,数据状态,备注,FCF_Yield,大股东质押率,商誉净资产比,EV_EBITDA,监管处罚次数,关联交易风险,诉讼仲裁次数,对外担保风险
601136,20260331,2026-04-29,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,565476565.81,196654622.15,195619345.0,-2073347121.84,-2073347121.84,-10.543088686003712,0.0141,0.006372,0.0919535332189172,0.039444143268621,0.6664019299999999,,,0.252174,,36.26,2.82,2026-07-30,当前估值快照，历史估值待核验,42.074872,34.762236,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.2907636151683318,0.0,0.0077861560594074,171.68,9,0.0,0,0.0
2028,20260331,2026-04-25,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,4568663867.62,549952870.75,492523178.25,-482504134.51,-482504134.51,-0.8773554247511853,0.0348,0.0336378,0.2812817349063192,0.3926726297903016,0.45849785,157.422375,126.288912,0.4085,1312.8133,36.06,7.48,2026-07-30,当前估值快照，历史估值待核验,28.950384,12.515467,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.0243304332987017,0.0,0.032894,42.95,3,0.009153,0,0.003981
2463,20260331,2026-04-23,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,6214156406.0,1242081367.0,1162681935.0,511016585.0,511016585.0,0.4114195724828066,0.0781,0.05930456,0.492823894482133,0.8536274904839605,0.48643118,86.779652,103.045203,0.080247,1093.2892,43.19,11.07,2026-07-30,当前估值快照，历史估值待核验,35.632417,19.977606,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0095258062626257,0.0,0.0,42.51,3,0.011064,0,0.0
600066,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,5909377255.56,659203966.6,607463526.86,3493731164.26,3493731164.26,5.299924365260942,0.0414,0.04098013,0.1822640362390348,1.333764867280366,0.51326222,58.549663,79.813621,0.0,2850.746,13.71,4.61,2026-07-30,当前估值快照，历史估值待核验,23.55832,11.295594,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.3865736225573262,0.0,0.0,27.7,6,0.014712,1,0.286781
630,20260331,2026-04-29,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,64699303698.58,1338454558.16,558921532.56,6631544270.36,6631544270.36,4.954627880289425,0.0359,0.02218185,0.2351252426554788,-0.0813216504025727,0.5434232099999999,4.303266,45.253941,0.135412,5380.5704,31.11,2.18,2026-07-30,当前估值快照，历史估值待核验,7.576958,3.077482,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.1592615840658767,0.0,0.0,28.51,8,0.016494,2,0.038147
688506,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,94586830.06,-774557546.7,-829928125.89,-741839950.76,-741839950.76,0.9577596318318848,-0.126,-0.07369866,-0.0848849717971281,0.703163,0.48905095,61.712149,301.940188,0.2816059999999999,-582.5941,-97.75,22.46,2026-07-30,当前估值快照，历史估值待核验,54.149966,-818.885193,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,,0.0,0.0,,4,0.001577,0,0.001457
975,20260331,2026-04-22,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,5938046889.89,1393833455.85,1450557506.08,2489948596.15,2489948596.15,1.7864032361251925,0.0892999999999999,0.08203893,0.3940655163016993,0.7297026068192587,0.22643197,0.378198,28.510398,0.063557,11308.78,17.5,3.96,2026-07-30,当前估值快照，历史估值待核验,40.667789,26.006023,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.1020801849214395,0.0063,0.024764,10.96,5,0.032551,4,0.006794
300502,20260331,2026-04-24,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,8337902040.74,2780222960.23,2767975248.13,684071355.88,684071355.88,0.2460490995381926,0.1452,0.14508008,1.4038908515996915,1.967925757342739,0.31034979,53.993286,172.621204,0.0,721.7162,48.18,25.39,2026-07-30,当前估值快照，历史估值待核验,49.160955,33.272113,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0051068721365336,0.0,0.0098291981564312,35.89,7,0.00033,0,0.0
2422,20260331,2026-04-29,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,4259244936.0,453700712.0,381454885.0,249611317.0,249611317.0,0.5501673468830703,0.0186,0.01698001,-0.0892356204318919,-0.2152597477490294,0.27696799,101.606741,147.604766,0.4645,3867.1024,43.32,2.76,2026-07-30,当前估值快照，历史估值待核验,45.313711,11.098217,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0127000772595353,0.0891,0.003236,54.33,53,0.002965,0,0.000177
300394,20260331,2026-04-21,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,1330270175.36,492218878.05,493192417.72,182277065.44,182277065.44,0.3703170958458934,0.0857,0.08565374,0.6673404950057049,0.7937005237638481,0.1425399799999999,79.951884,77.616641,0.0,2514.8448,80.41,29.2,2026-07-30,当前估值快照，历史估值待核验,56.603933,37.005251,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0046053612218118,0.0,0.0049523974666847,62.81,0,0.000347,0,0.0
300418,20260331,2026-04-29,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,2569798777.59,-886987646.3,-891194600.05,89324143.25,89324143.25,-0.1007050589967162,-0.0698,-0.06434661,0.2828511011249226,,0.2679576,39.901782,1.966961,0.070354,-2661.3411,-27.04,3.78,2026-07-30,当前估值快照，历史估值待核验,66.233597,-42.024918,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,,0.0002,0.3295772928081218,,0,0.002097,0,0.000647
600026,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,7303414755.4,2173313711.03,2049732271.52,3765683310.33,3765683310.33,1.7326920136832555,0.045762,0.03022948,0.0905686141611212,0.3237095881002698,0.4555051499999999,9.886173,22.700486,0.26104,1071.4722,16.75,1.91,2026-07-30,当前估值快照，历史估值待核验,42.658288,31.429487,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.1034442993243734,0.0,0.0016692883994818,19.76,2,0.005082,1,0.000313
807,20260331,2026-04-24,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,16383159877.77,3599885593.79,3553070952.63,3397294147.83,3397294147.83,0.9437228098833248,0.1064,0.10005435,0.201614146746891,0.592599009754966,0.17738149,4.512584,37.341691,0.037703,154473.8952,10.59,2.58,2026-07-30,当前估值快照，历史估值待核验,31.574311,25.304333,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0891145240683026,0.0039,0.0,7.67,21,0.005051,0,0.001262
1965,20260331,2026-04-25,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,3556530103.95,1348715888.89,1346528427.99,1220864216.5,1220864216.5,0.9052048890035524,0.019,0.01370662,0.2063213530086598,0.0019917079326432,0.43162432,37.685972,9.771619,0.221381,580.1307,15.7,1.04,2026-07-30,当前估值快照，历史估值待核验,25.86803,42.088394,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0576563623569141,0.0,0.0,41.58,1,0.006527,0,0.001774
300442,20260331,2026-04-10,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,1839577854.19,582229780.78,582154897.33,1315853368.89,1315853368.89,2.2600241559735768,0.0417,0.02028128,0.3152637305380104,0.2164127408449132,0.6497064899999999,85.465709,3.784851,0.288233,694.369,18.27,6.65,2026-07-30,当前估值快照，历史估值待核验,46.798813,31.840116,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.1237013769005789,0.0371,0.0233158149219512,48.85,15,0.00964,0,0.0
688009,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,6495492102.72,521446986.96,501593842.37,-1391918143.04,-1391918143.04,-2.669337780921483,0.0104,0.971872,-0.046933689974247,-0.0886068469149188,0.5454199,342.973938,68.783811,0.064827,2560.3341,15.54,1.18,2026-07-30,当前估值快照，历史估值待核验,27.424558,9.528192,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.1717720579743554,0.0,0.004950333282694,64.96,13,0.01296,0,0.000466
600027,20260331,2026-04-29,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,30473260000.0,1788601000.0,1782633000.0,5642927000.0,5642927000.0,3.154938971855657,0.0339,0.01400073,-0.0159424186861317,0.2244469319307678,0.59707251,35.542918,13.720307,0.175852,511.2954,9.4,1.11,2026-07-30,当前估值快照，历史估值待核验,12.634887,8.087099,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.3356318055165592,0.0,0.0035713752925097,44.03,5,0.006099,0,0.001318
688082,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,1476441483.04,104288813.23,106066709.63,-143977201.03,-143977201.03,-1.3805622728918263,0.77,0.792024,0.3384301930154285,-0.0078725654119189,0.29126207,197.099519,551.251625,0.069058,341.0892,100.89,9.27,2026-07-30,当前估值快照，历史估值待核验,45.637953,7.058795,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.0136838365833266,0.0,0.0,55.86,5,0.002385,0,0.001478
600415,20260331,2026-04-23,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,4592907191.81,990442694.24,945229245.65,62032695.37,62032695.37,0.0626312816791483,0.0423,0.03751391,0.2938811926862592,-0.0433250268783433,0.45730853,8.528662,58.639776,0.6827,-18788.3469,16.06,2.95,2026-07-30,当前估值快照，历史估值待核验,33.778523,21.626127,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0038998307396729,0.0,0.0118952373307074,24.81,24,0.003489,2,0.0
300832,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,1128586851.55,441991297.0,421285579.02,358967798.42,358967798.42,0.8121603317904245,0.0472,0.04743314,0.0881787334442496,0.0982047636092193,0.07140841,79.299949,318.889763,0.0,1673.2584,23.58,4.04,2026-07-30,当前估值快照，历史估值待核验,73.479355,39.16325,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0344427621624437,0.1248,0.0,17.89,2,0.000986,0,0.000712
603296,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,40745694661.84,1060584628.61,822155517.54,575696187.99,575696187.99,0.5428102316969332,0.0403,0.02379684,0.3430149741475201,0.3046666410657868,0.736337,74.191554,39.519937,0.056897,2516.3963,27.96,4.46,2026-07-30,当前估值快照，历史估值待核验,8.539906,2.625188,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0194138137230662,0.0276,0.0494049427735394,77.65,4,0.013643,0,0.006916
688256,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,2884696746.86,1013213581.94,934297107.17,833967832.1,833967832.1,0.8230918406198245,0.0819999999999999,0.08214746,2.3712545451226203,,0.1637952299999999,29.48005,322.454185,0.0,16081.0041,241.06,50.88,2026-07-30,当前估值快照，历史估值待核验,54.330376,35.120676,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0034144687655348,0.0,0.0,240.5,0,0.001054,0,0.0
688271,20260331,2026-04-29,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,2907566494.56,398869282.78,371861638.8,-959099481.97,-959099481.97,-2.404545858446062,0.0183,0.01746389,0.0952784794485244,0.1036512448183624,0.3396504999999999,175.120874,361.82188,0.039721,1245.9579,50.58,4.37,2026-07-30,当前估值快照，历史估值待核验,47.161431,13.497317,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.0475394594394239,0.0,0.0010072738686972,46.69,2,0.011314,0,0.000123
688041,20260331,2026-04-08,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,4033592186.34,687094336.71,596883341.55,67617712.14,67617712.14,0.0984111038722463,0.0299,0.02601334,0.5144242299955009,0.4632699068115948,0.22799326,87.760902,345.258344,0.5684,-2612.649,233.13,27.05,2026-07-30,当前估值快照，历史估值待核验,55.603983,21.751363,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0004221297296454,0.0058,0.0,159.43,0,0.000984,0,0.0
601916,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,17190000000.0,5992000000.0,5968000000.0,101418000000.0,101418000000.0,16.925567423230973,0.03315,0.008028,0.0289389935720218,0.037757432418517,0.94256728,,,0.149539,,6.39,0.45,2026-07-30,当前估值快照，历史估值待核验,47.603257,35.892961,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,2.648758595184816,0.1109,0.0,4.68,0,0.021805,0,0.005009
600515,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,1742898250.28,112459591.87,105786616.14,-66514659.37,-66514659.37,-0.591453857016385,0.46,0.610179,0.114401435753995,-0.1871378962139553,0.55150965,57.499157,1026.57962,0.285487,198.3087,144.65,1.38,2026-07-30,当前估值快照，历史估值待核验,32.004289,8.282857,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.0040888617837288,0.3337,0.0023015213459833,146.76,35,0.011461,36,0.002433
600938,20260331,2026-04-29,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,116079000000.0,39144000000.0,39038000000.0,55148000000.0,55148000000.0,1.4088493766605354,0.0476999999999999,0.0446294599999999,0.0590994277038305,0.0745903770561573,0.27092482,33.942185,9.237874,0.4142,-52258.0,12.41,1.85,2026-07-30,当前估值快照，历史估值待核验,51.173769,33.756321,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.1135253325270375,0.0,0.0175243218005278,10.51,6,0.005009,0,0.139984
601059,20260630,2026-07-31,2026-06-30,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,2435003187.48,1097412436.82,1090532576.21,638786093.36,638786093.36,0.5820838838049137,0.0462,0.022308,0.0867798431959017,0.1464037823497619,0.6708510699999999,,,0.178304,,25.04,2.41,2026-07-30,当前估值快照，历史估值待核验,63.992672,46.332495,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0232461614938064,0.0,3.4465780566235315e-05,57.14,10,0.0,0,0.001885
600372,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,4642132666.27,180057428.63,159276558.69,-861405490.94,-861405490.94,-4.784059716359175,0.47,0.480418,-0.0954379406799534,-0.0426107817222327,0.50544422,481.140977,504.192434,0.035263,656.0778,47.65,1.44,2026-07-30,当前估值快照，历史估值待核验,25.96353,4.954901,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.1003999940474118,0.0,0.0006040022144861,117.18,4,0.003847,0,0.001046
301269,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,256932598.84,-73003923.19,-83615602.85,-171789502.75,-171789502.75,2.3531543955918734,-0.0139,-0.0124851099999999,0.1715531918110018,,0.13982112,187.376827,84.281627,0.041254,940.26,-2155.01,9.0,2026-07-30,当前估值快照，历史估值待核验,78.802401,-28.439461,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,,0.0,0.0087744119301287,,2,0.004162,0,0.0
600023,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,15662169321.92,947188311.55,928096430.09,4330088760.36,4330088760.36,4.571518363939845,0.0123,0.978305,-0.0390329349805391,0.0362011547091865,0.41397,54.453304,37.383438,0.170885,453.6751,9.19,0.88,2026-07-30,当前估值快照，历史估值待核验,5.44992,4.682146,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.4974448709401354,0.0,0.0031094700047229,53.33,1,0.002615,0,0.007429
300308,20260331,2026-04-17,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,19496398083.95,5734501526.83,5717748340.78,3367573676.62,3367573676.62,0.5872478472390564,0.1754,0.1650554,1.1975337184201371,1.9076527972937716,0.3263618499999999,36.497006,121.318739,0.9383,3105.1736,67.61,28.4,2026-07-30,当前估值快照，历史估值待核验,46.058133,32.399789,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0086858134482925,0.0275,0.0508692193665635,50.59,0,0.003871,0,0.004067
999,20260331,2026-04-25,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,8129836961.67,1075858089.68,1048139344.64,1056054993.83,1056054993.83,0.9815932082121628,0.0474,0.03849475,0.0857115971057742,-0.0251043981335926,0.31761174,90.625712,162.115174,0.059831,10552.2285,13.16,1.86,2026-07-30,当前估值快照，历史估值待核验,57.679586,14.876342,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0745891495601947,0.0,0.178017,18.17,11,0.004627,3,4e-06
600489,20260331,2026-04-29,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,22587526108.88,2380516073.93,2388832404.43,-2168479841.98,-2168479841.98,-0.9109284603149314,0.0754,0.04853074,0.1916725564512038,0.638367417871005,0.43012988,0.454918,74.07379,0.058926,6320.5865,16.92,3.24,2026-07-30,当前估值快照，历史估值待核验,20.465565,12.686388,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.053837379451237,0.0,0.0081334694616175,15.17,16,0.009104,1,0.008327
600875,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,17469928079.52,1585458964.3,1179489534.9,-2698094668.53,-2698094668.53,-1.7017751510971733,0.0344,0.02739834,0.058823017374777,0.0731350742709104,0.69467856,79.88699,176.417643,0.028294,2062.7999,20.21,1.84,2026-07-30,当前估值快照，历史估值待核验,17.182121,9.093044,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.0842046091586923,0.0,0.0,62.41,4,0.002477,7,0.108885
617,20260331,2026-04-27,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,7380631554.27,1573104255.26,1518040428.12,-13637923990.05,-13637923990.05,-8.669434301285992,0.0149,0.164641,-0.0690918412450184,-0.1030641080724414,0.82616123,29.589951,,0.536,10397.4902,19.69,0.85,2026-07-30,当前估值快照，历史估值待核验,57.235599,1283.711739,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.4402963078357538,0.0,0.00014,246.05,2,0.000797,0,0.003873
688223,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,12247625530.56,-1350127115.87,-1413947329.24,-831730577.66,-831730577.66,0.6160387180462237,-0.054,-0.01367102,-0.1912459747235521,,0.76489391,97.239257,126.039871,0.125283,-110.1199,-6.53,1.79,2026-07-30,当前估值快照，历史估值待核验,6.156302,-11.332574,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,,0.0253,0.0,,15,0.011503,0,0.064152
601872,20260331,2026-04-25,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,8556013852.97,2763413437.55,2756650105.79,3313933943.69,3313933943.69,1.1992175686270394,0.0628,0.04152206,0.1329748581118057,0.3575422830483885,0.46259614,15.519405,24.411058,0.1591479999999999,1094.0465,16.81,2.95,2026-07-30,当前估值快照，历史估值待核验,41.793716,32.471914,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0713395341241546,0.0,0.0009125085389044,22.73,3,0.0171,0,0.000527
600233,20260331,2026-04-23,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,18768681556.28,1377557296.1,1343328200.0,1588005307.85,1588005307.85,1.1527689718212075,0.0388,0.03261935,0.1327241262088434,0.1536588040085527,0.32765872,8.089673,1.882884,0.030285,-3750.6448,13.09,1.75,2026-07-30,当前估值快照，历史估值待核验,11.17545,7.272669,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0880648565180449,0.0034,0.0091335697804892,15.45,69,0.005908,0,0.00046
601689,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,6628185769.77,551799928.86,473133166.14,547214829.74,547214829.74,0.991690649309302,0.0227,0.01988228,0.1404477048176893,0.0402224729875233,0.4077488,88.331997,76.17907,0.4813,803.7623,27.71,3.12,2026-07-30,当前估值快照，历史估值待核验,19.256242,8.348689,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0357881865503176,0.0,0.0138255855326583,36.4,3,0.001706,0,0.0
600674,20260331,2026-04-18,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,329176009.33,1452651218.68,1448418031.42,233747898.52,233747898.52,0.160911232864557,0.0318,0.02379354,0.0952790676623835,0.085095968092461,0.3263107999999999,202.443954,66.993998,0.073948,1392.7492,16.79,1.71,2026-07-30,当前估值快照，历史估值待核验,54.048179,445.174059,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.009583754190861,0.0308,0.0,29.0,11,0.051228,6,0.000659
688303,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,188536328.97,-800813290.72,-813825000.0,-1245128069.79,-1245128069.79,1.5548294268074931,-0.0208,-0.02066355,-0.6613941755717522,,0.07411107,0.047736,357.016517,0.0,-318954.7045,-28.65,1.03,2026-07-30,当前估值快照，历史估值待核验,-120.761483,-424.752775,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,,0.0,0.0,,5,0.000578,0,0.0
605117,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,4459437239.86,1187894272.36,1147046203.37,1830652555.84,1830652555.84,1.5410904812286252,0.1086999999999999,0.0854498,0.2884788840928278,0.2979384660088815,0.47134851,37.318708,74.856264,0.3277,1347.6605,29.01,9.16,2026-07-30,当前估值快照，历史估值待核验,41.446767,26.618731,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0531227328930929,0.0043,0.0,25.84,2,0.016753,0,0.000215
600039,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,22042831778.78,1495374665.69,1500366886.74,-3291857466.69,-3291857466.69,-2.201359660704872,0.0279999999999999,0.01615418,-0.1064197216980952,-0.1788115528892102,0.7811588,157.716922,26.645921,0.2244729999999999,402.5741,11.09,1.47,2026-07-30,当前估值快照，历史估值待核验,14.239784,6.915513,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.198499518548681,0.0,0.0,79.98,23,0.013363,5,0.018862
600803,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,31159580000.0,654980000.0,678800000.0,9450000.0,9450000.0,0.0144279214632507,0.0268,0.0138375,-0.0321650897156564,-0.0676986984388745,0.54050365,14.697802,6.877979,0.033029,10366.5493,12.75,2.3,2026-07-30,当前估值快照，历史估值待核验,12.341878,5.630108,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0011316016833922,0.1268999999999999,0.0082317337387201,28.32,70,0.009941,0,0.0
2074,20260331,2026-04-29,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,11708087377.56,21093201.58,40776481.42,155281143.23,155281143.23,7.361667817048378,0.07,0.516352,0.1771929393955877,,0.71967493,139.039696,95.280722,0.18045,97.4308,22.59,1.8,2026-07-30,当前估值快照，历史估值待核验,16.05657,0.2141,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.3258817094753598,0.0607,0.010241,140.68,15,0.003561,0,0.023505
600460,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,3519182496.24,208836698.04,157535951.89,24682049.67,24682049.67,0.118188277738774,0.0173,0.01283197,0.1942340532471644,0.1160700258148959,0.52867441,83.025023,123.686016,0.241427,386.5808,100.72,3.79,2026-07-30,当前估值快照，历史估值待核验,19.788227,4.206973,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0011734340522118,0.0349,0.0185790087926748,122.61,8,0.000754,4,0.0
600941,20260331,2026-04-21,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,266478000000.0,29342000000.0,27900000000.0,71447000000.0,71447000000.0,2.434973757753391,0.021,0.02002008,0.0204908509962622,0.050015524652613,0.33731903,37.640668,6.753257,0.4399,-10452.2472,15.76,1.5,2026-07-30,当前估值快照，历史估值待核验,25.350685,11.015543,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.1545034110249613,0.0115,0.0027152853397014,25.94,0,0.007372,0,0.0
2648,20260331,2026-04-14,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,12676889925.99,2117004162.34,1953892611.64,2210957284.18,2210957284.18,1.0443802253728922,0.0613999999999999,0.0403516,0.1024148614215805,0.3592404161857188,0.5247875,6.667166,50.696025,0.050532,1376.4587,14.59,2.41,2026-07-30,当前估值快照，历史估值待核验,24.337942,16.699591,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0715819208617472,0.0,0.001252,23.06,14,0.000802,0,0.0
601117,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,46104603589.03,1567029750.14,1536204097.09,-1329107992.34,-1329107992.34,-0.8481702355818427,0.023,0.01898212,0.0251063184570841,0.1143267003963957,0.69591278,79.060594,12.115589,0.0285239999999999,1638.0814,7.26,0.69,2026-07-30,当前估值快照，历史估值待核验,9.35732,3.578942,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.1168278561407496,0.0,0.0003617356341843,71.27,44,0.021886,4,0.001015
