股票代码,报告期,实际披露日,数据截止日,评分日期,数据来源,来源等级,收入,归母净利润,扣非净利润,经营现金流净额,自由现金流,FCF净利比,ROE,ROIC,收入3年CAGR,扣非净利润3年CAGR,资产负债率,有息负债率,利息保障倍数,应收周转天数,存货周转天数,PE_TTM,PB_MRQ,EV_EBITDA,FCF_Yield,审计意见,监管处罚次数,大股东质押率,商誉净资产比,关联交易风险,数据状态,备注,诉讼仲裁次数,对外担保风险,毛利率,净利率
1,2020-03-31,2020-04-21,2020-03-31,2020-04-21,AKShare/东方财富财务摘要+新浪财报公告,公开,37926000000.0,8548000000.0,8506000000.0,18006000000.0,18006000000.0,2.104468,0.0277,0.01041,0.1100689130219452,0.1104473629878157,0.91473146,0.114228,,,,8.87,0.92,6.92,0.2374811331355686,未审计,76.0,0.0002,0.021478,0.005308,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.004867,,0.225386
1,2020-06-30,2020-08-28,2020-06-30,2020-08-28,AKShare/东方财富财务摘要+新浪财报公告,公开,78328000000.0,13678000000.0,13586000000.0,-25666000000.0,-25666000000.0,-1.876443,0.0458999999999999,0.015369,0.1315043642411155,0.0278307934308845,0.915906,0.129715,,,,9.52,,7.4,-0.1971054542594929,未审计,76.0,0.0002,0.021537,0.007122,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.005051,,0.174625
1,2020-09-30,2020-10-22,2020-09-30,2020-10-22,AKShare/东方财富财务摘要+新浪财报公告,公开,116564000000.0,22398000000.0,22316000000.0,30698000000.0,30698000000.0,1.370568,0.0762999999999999,0.024166,0.1344773011861553,0.0526899115700689,0.91746548,0.131311,,,,,1.18,,,未审计,76.0,0.0002,0.021094,0.005373,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.002818,,0.192152
1,2021-03-31,2021-04-21,2021-03-31,2021-04-21,AKShare/东方财富财务摘要+新浪财报公告,公开,41788000000.0,10132000000.0,10111000000.0,-11553000000.0,-11553000000.0,-1.140248,0.0272,0.009963,0.1424314653347749,0.1554215714417692,0.91851757,0.141956,,,,13.87,,10.92,-0.0822097128288708,未审计,76.0,0.0002,0.02031,0.006537,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.003513,,0.242462
1,2021-06-30,2021-08-20,2021-06-30,2021-08-20,AKShare/东方财富财务摘要+新浪财报公告,公开,84680000000.0,17583000000.0,17511000000.0,-115972000000.0,-115972000000.0,-6.595689,0.0516999999999999,0.015278,0.1394393469103811,0.0953099839630289,0.92014578,0.164718,,,,,1.23,,,未审计,76.0,0.0002,0.020064,0.008419,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.00785,,0.207641
1,2021-09-30,2021-10-21,2021-09-30,2021-10-21,AKShare/东方财富财务摘要+新浪财报公告,公开,127190000000.0,29135000000.0,28992000000.0,-125808000000.0,-125808000000.0,-4.318105,0.0886,0.024788,0.1364179347405774,0.1252765372389819,0.91987387,0.162442,,,,11.37,,9.0,-0.379780595562555,未审计,76.0,0.0002,0.019462,0.009279,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.007872,,0.229067
1,2020-12-31,2022-03-10,2020-12-31,2022-03-10,AKShare/东方财富财务摘要+新浪财报公告,公开,153542000000.0,28928000000.0,28840000000.0,-16161000000.0,-16161000000.0,-0.558662,0.0958,0.029764,0.1322256755107687,0.0758202951883939,0.91851183,0.136883,,,,,0.93,,,是,76.0,0.0002,0.020784,0.004604,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.002631,,0.188404
1,2022-03-31,2022-04-27,2022-03-31,2022-04-27,AKShare/东方财富财务摘要+新浪财报公告,公开,46207000000.0,12850000000.0,12873000000.0,147127000000.0,147127000000.0,0.11449571,0.0327,0.011029,0.1247303472441037,0.2014884670394523,0.92063715,0.150433,,,,8.39,,6.66,1.364668889682455,未审计,76.0,0.0002,0.018632,0.007997,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.010311,,0.278096
1,2022-06-30,2022-08-18,2022-06-30,2022-08-18,AKShare/东方财富财务摘要+新浪财报公告,公开,92022000000.0,22088000000.0,22042000000.0,150483000000.0,150483000000.0,6.812884,0.0596999999999999,0.020404,0.1070283711525688,0.1290206364840336,0.91933527,0.132556,,,,6.46,,5.14,1.054626133798608,未审计,76.0,0.0002,0.018365,0.008936,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.022182,,0.24003
1,2022-09-30,2022-10-25,2022-09-30,2022-10-25,AKShare/东方财富财务摘要+新浪财报公告,公开,138265000000.0,36659000000.0,36597000000.0,92518000000.0,92518000000.0,2.523745,0.1015,0.032642,0.1032757016225316,0.15866968531834,0.91811874,0.135027,,,,5.93,0.66,4.71,0.4255895234632916,未审计,76.0,0.0002,0.017791,0.006235,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.021712,,0.265136
1,2021-12-31,2023-03-09,2021-12-31,2023-03-09,AKShare/东方财富财务摘要+新浪财报公告,公开,169383000000.0,36336000000.0,36230000000.0,-192733000000.0,-192733000000.0,-5.304188,0.1085,0.029868,0.1321739074497447,0.1362061271077232,0.91964692,0.167466,,,,5.77,,4.57,-0.9192701357711238,是,76.0,0.0002,0.019138,0.00857,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.009973,,0.21452
1,2023-03-31,2023-04-25,2023-03-31,2023-04-25,AKShare/东方财富财务摘要+新浪财报公告,公开,45098000000.0,14602000000.0,14469000000.0,109156000000.0,109156000000.0,7.475414,0.0339,0.013307,0.0594327983042877,0.1937252476454833,0.91811703,0.11918,,,,5.84,,4.64,1.2800366997952992,未审计,76.0,0.0002,0.01694,0.008686,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.026346,,0.323784
1,2023-06-30,2023-08-24,2023-06-30,2023-08-24,AKShare/东方财富财务摘要+新浪财报公告,公开,88610000000.0,25387000000.0,25216000000.0,44241000000.0,44241000000.0,1.742663,0.0622,0.022023,0.0419700429354681,0.2289329685444243,0.91781273,0.127425,,,,4.91,,3.9,0.3549212969384638,未审计,76.0,0.0002,0.016741,0.008347,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.034844,,0.286503
1,2023-09-30,2023-10-25,2023-09-30,2023-10-25,AKShare/东方财富财务摘要+新浪财报公告,公开,127634000000.0,39635000000.0,39568000000.0,115930000000.0,115930000000.0,2.92494,0.0988,0.036433,0.0307040422509998,0.2103451904233289,0.91554981,0.112905,,,,4.41,,3.57,0.663251718415805,未审计,76.0,0.0002,0.016245,0.005488,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.036163,,0.310536
1,2022-12-31,2024-03-15,2022-12-31,2024-03-15,AKShare/东方财富财务摘要+新浪财报公告,公开,179895000000.0,45516000000.0,45407000000.0,134572000000.0,134572000000.0,2.956586,0.1235999999999999,0.040552,0.0925065959453439,0.173665411674817,0.91831647,0.130089,,,,,0.51,,,是,76.0,0.0002,0.017411,0.008054,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.022384,,0.253014
1,2024-03-31,2024-04-20,2024-03-31,2024-04-20,AKShare/东方财富财务摘要+新浪财报公告,公开,38770000000.0,14932000000.0,14906000000.0,-21382000000.0,-21382000000.0,-1.431958,0.0315,0.012017,-0.0246778852378817,0.1381224816550221,0.91524833,0.132447,,,,,0.49,,,未审计,76.0,0.0002,0.015586,0.01312,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.022256,,0.385143
1,2024-06-30,2024-08-16,2024-06-30,2024-08-16,AKShare/东方财富财务摘要+新浪财报公告,公开,77132000000.0,25879000000.0,25880000000.0,113722000000.0,113722000000.0,4.394373,0.0579,0.023828,-0.0306411468273903,0.1390718205226357,0.91625543,0.105727,,,,4.11,,3.33,1.0691907096369977,未审计,76.0,0.0002,0.015706,0.01472,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.019746,,0.335516
1,2024-09-30,2024-10-19,2024-09-30,2024-10-19,AKShare/东方财富财务摘要+新浪财报公告,公开,111582000000.0,39729000000.0,39748000000.0,137158000000.0,137158000000.0,3.452339,0.091,0.03608,-0.0427022061776221,0.110910406475563,0.91464148,0.106704,,,,4.99,,4.15,0.6918516234058896,未审计,76.0,0.0002,0.01543,0.007674,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.014549,,0.356052
1,2023-12-31,2025-03-15,2023-12-31,2025-03-15,AKShare/东方财富财务摘要+新浪财报公告,公开,164699000000.0,46455000000.0,46431000000.0,92461000000.0,92461000000.0,1.990334,0.1138,0.038832,0.0236573042239565,0.1720269382285588,0.91546121,0.130291,,,,4.94,,3.98,0.4029017677200128,是,76.0,0.0002,0.016023,0.008986,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.028578,,0.28206
1,2025-03-31,2025-04-19,2025-03-31,2025-04-19,AKShare/东方财富财务摘要+新浪财报公告,公开,33709000000.0,14096000000.0,14043000000.0,162946000000.0,162946000000.0,0.11559733,0.0279999999999999,0.013463,-0.099785441660029,0.0294218343542267,0.9124049,0.093874,,,,4.96,,4.14,2.330591382593094,未审计,76.0,0.0002,0.014953,0.009747,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.010031,,0.418167
1,2025-06-30,2025-08-23,2025-06-30,2025-08-23,AKShare/东方财富财务摘要+新浪财报公告,公开,69385000000.0,24870000000.0,24930000000.0,174682000000.0,174682000000.0,7.023803,0.0525,0.02366,-0.0898255467937354,0.0418945352342841,0.91318035,0.093198,,,,,0.55,,,未审计,76.0,0.0002,0.014837,0.007709,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.010948,,0.358435
1,2025-09-30,2025-10-25,2025-09-30,2025-10-25,AKShare/东方财富财务摘要+新浪财报公告,公开,100668000000.0,38339000000.0,38269000000.0,71783000000.0,71783000000.0,1.872323,0.0828,0.033394,-0.1003787041977176,0.0150027275293302,0.91018706,0.109979,,,,,0.51,,,未审计,76.0,0.0002,0.014612,0.005645,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.010501,,0.380846
1,2024-12-31,2026-03-21,2024-12-31,2026-03-21,AKShare/东方财富财务摘要+新浪财报公告,公开,146695000000.0,44508000000.0,44838000000.0,63336000000.0,63336000000.0,1.423025,0.1008,0.03772,-0.0468048359885314,0.0736415232003162,0.91422796,0.120485,,,,,0.47,,,是,76.0,0.0002,0.015294,0.003286,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.011777,,0.303405
1,2026-03-31,2026-04-25,2026-03-31,2026-04-25,AKShare/东方财富财务摘要+新浪财报公告,公开,35277000000.0,14523000000.0,14488000000.0,37802000000.0,37802000000.0,2.602905,0.0283,0.013471,-0.0786072565114788,0.0004375259619637,0.90982989,0.088463,,,,5.1,,4.26,0.5103736736724573,未审计,76.0,0.0002,0.01391,0.00572,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.008591,,0.411685
2,2020-03-31,2020-04-28,2020-03-31,2020-04-28,AKShare/东方财富财务摘要+新浪财报公告,公开,47774342784.96,1249359312.96,1017202995.38,-2953862229.68,-2953862229.68,-2.364301,0.66,0.815527,0.3697599042554815,0.1458115487623281,0.8424462800000001,0.073396,312.2094,4.3476,2472.5275,7.56,1.56,1.34,-0.3127383076272379,未审计,9.0,0.0,0.000821,0.131608,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.000671,0.312743,0.050864
2,2020-06-30,2020-08-28,2020-06-30,2020-08-28,AKShare/东方财富财务摘要+新浪财报公告,公开,146349506729.71002,12507519556.5,12114207886.28,22605962036.88,-4.747282804319,-3.7955429794646175e-10,0.0644,0.03540393,0.2798435517202424,0.1936228043954879,0.8387452799999999,0.067532,899.3151,2.8463,1649.8625,8.31,1.72,3.49,-4.5674404085013466e-11,未审计,9.0,0.0,0.000769,0.129215,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.000567,0.318094,0.127291
2,2020-09-30,2020-10-30,2020-09-30,2020-10-30,AKShare/东方财富财务摘要+新浪财报公告,公开,241491467190.53,19862827129.73,18889318112.36,33380868586.36,33380868586.36,1.680569,0.1013,0.05601872,0.2728610847421036,0.2125457529708219,0.83320577,0.067005,972.1127,2.6089,1478.6418,8.19,1.65,3.49,0.2051977849669827,未审计,9.0,0.0,0.00071,0.148387,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.000572,0.299369,0.124526
2,2021-03-31,2021-04-23,2021-03-31,2021-04-23,AKShare/东方财富财务摘要+新浪财报公告,公开,62264095939.36,1292286264.34,1157179444.16,16879434478.49,16879434478.49,0.13061683,0.57,0.708622,0.2640821853932009,0.1189810158928914,0.81370126,0.069491,358.5847,4.565,1836.7347,8.08,1.49,1.83,1.6165450165734896,未审计,9.0,0.0,0.000585,0.133457,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.000613,0.204099,0.040264
2,2021-06-30,2021-08-30,2021-06-30,2021-08-30,AKShare/东方财富财务摘要+新浪财报公告,公开,167110935244.56,11046937585.87,10727286571.01,6781560273.77,-1.371404320364,-1.2414339356077708e-10,0.0479,0.0299183,0.1639503277598766,0.0564999556670517,0.8139579600000001,0.068283,1363.7796,3.614,1433.121,6.36,1.17,2.95,-1.9519401503266835e-11,未审计,9.0,0.0,0.000555,0.133372,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.000591,0.229404,0.096786
2,2021-09-30,2021-10-29,2021-09-30,2021-10-29,AKShare/东方财富财务摘要+新浪财报公告,公开,271485774926.48,16688796291.88,16286809462.66,1219687037.31,1219687037.31,0.073084,0.0731,0.04452839,0.1553846534990544,0.0530709363923493,0.80942875,0.068592,1093.6196,3.8794,1350.0,5.98,1.08,2.74,0.0122214352348267,未审计,9.0,0.0,0.003798,0.130726,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.0006,0.220984,0.090627
2,2020-12-31,2022-03-31,2020-12-31,2022-03-31,AKShare/东方财富财务摘要+新浪财报公告,公开,419111677714.12,41515544941.31,40237711134.26,53188022243.81,3.751224127014,9.035709713836246e-11,0.2012999999999999,0.10264011,0.1994140666484931,0.1383227498561019,0.81283503,0.070639,1648.5746,2.139,1152.7378,5.39,0.91,2.64,1.6763839914352962e-11,是,9.0,0.0,0.000589,0.133422,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.000615,0.292454,0.141485
2,2022-03-31,2022-04-29,2022-03-31,2022-04-29,AKShare/东方财富财务摘要+新浪财报公告,公开,62667074774.2,1429295356.15,1092556476.72,-13259189892.38,-13259189892.38,-9.278687,0.6,0.676195,0.0901190268709462,-0.0107152338382618,0.7980302399999999,0.084132,395.4879,7.662,1906.7797,10.66,1.02,2.79,-0.870237518498976,未审计,9.0,0.0,0.013725,0.141817,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.000748,0.188744,0.044489
2,2022-06-30,2022-08-31,2022-06-30,2022-08-31,AKShare/东方财富财务摘要+新浪财报公告,公开,206916289449.72,12251269055.05,11720990962.68,8288020493.16,23.842349259044003,1.946112615102199e-09,0.0506,0.02824637,0.1409334827789965,-0.0008145289090798,0.7915559299999999,0.0891879999999999,10988.0821,4.9003,1147.9592,7.99,0.76,3.98,2.4356853755972447e-10,未审计,9.0,0.0,0.013776,0.141328,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.000837,0.204648,0.087625
2,2022-09-30,2022-10-29,2022-09-30,2022-10-29,AKShare/东方财富财务摘要+新浪财报公告,公开,337673241644.88995,17093336590.71,16500332177.34,-4175709127.55,-4175709127.55,-0.244903,0.0712,0.0392929199999999,0.1467567624852066,-0.0317185574532947,0.7784769500000001,0.092788,3244.2029,5.008,1023.5027,8.43,0.85,3.7,-0.0289784945384606,未审计,9.0,0.0,0.013292,0.151862,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.000897,0.196293,0.080809
2,2021-12-31,2023-03-31,2021-12-31,2023-03-31,AKShare/东方财富财务摘要+新浪财报公告,公开,452797773974.14,22524033383.22,22381781882.05,4113160948.2,-29.730230117069997,-1.3199336731235041e-09,0.0978,0.0584093199999999,0.1500547975074697,-0.1257019726990081,0.79739757,0.079603,1291.2575,3.0753,1056.6481,8.27,0.78,3.29,-1.596050390717659e-10,是,9.0,0.0,0.009731,0.137145,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.0007,0.218245,0.084077
2,2023-03-31,2023-04-29,2023-03-31,2023-04-29,AKShare/东方财富财务摘要+新浪财报公告,公开,68474007399.21,1445811341.87,645628377.53,7001300467.87,7001300467.87,4.842471,0.6,0.515789,0.1274838800518394,-0.1406073003081265,0.77195184,0.1142179999999999,442.1469,10.5824,1386.7488,7.99,0.74,2.11,0.6060665423342503,未审计,9.0,0.0,0.013587,0.161097,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.001087,0.154467,0.041388
2,2023-06-30,2023-08-31,2023-06-30,2023-08-31,AKShare/东方财富财务摘要+新浪财报公告,公开,200892590067.22,9870472245.91,8702699763.64,1864499635.13,23.294607425117,2.3600296768748347e-09,0.03943,0.02192333,0.1113671398011952,-0.1043885037914482,0.76092783,0.127769,960.1411,7.4394,963.0819,7.66,0.71,3.27,3.080978690437121e-10,未审计,9.0,0.0,0.013444,0.156424,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.001108,0.188668,0.075503
2,2023-09-30,2023-10-28,2023-09-30,2023-10-28,AKShare/东方财富财务摘要+新浪财报公告,公开,290308491288.95,13621477419.62,11960563865.35,235323600.88,235323600.88,0.017275,0.0545,0.02995194,0.0632922527188466,-0.1412927599254037,0.7527619,0.130601,1137.5286,7.8484,971.5725,6.86,0.56,2.97,0.0025183561848654,未审计,9.0,0.0,0.013298,0.163153,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.001078,0.175806,0.07243
2,2022-12-31,2024-03-29,2022-12-31,2024-03-29,AKShare/东方财富财务摘要+新浪财报公告,公开,503838367358.76,22688551801.52,19762103017.38,2750449478.44,-19.914228382342,-8.777214410400519e-10,0.0948,0.05123292,0.110511069358727,-0.198031905786063,0.76951461,0.10288,2103.1619,4.3758,880.4109,5.76,0.44,2.38,-1.52382194625009e-10,是,9.0,0.0,0.013317,0.15494,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.001016,0.195537,0.074653
2,2024-03-31,2024-04-30,2024-03-31,2024-04-30,AKShare/东方财富财务摘要+新浪财报公告,公开,61594149065.84,-361967511.52,-1674616092.64,-9421419428.01,-9421419428.01,,-0.14,0.186066,-0.0035995285002988,,0.72707027,0.129521,164.0297,11.7397,1125.0,6.96,0.34,,,未审计,9.0,0.0,0.013861,0.177227,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.001201,0.108209,0.005374
2,2024-06-30,2024-08-31,2024-06-30,2024-08-31,AKShare/东方财富财务摘要+新浪财报公告,公开,142778764079.8,-9852499598.84,-7613049208.23,-5176325811.1,58.771291485335,-5.9651148315960885e-09,-0.04,-0.0112898499999999,-0.0511018873133051,,0.72937021,0.13043,-265.4372,10.6172,906.801,7.39,0.31,,,未审计,9.0,0.0,0.014385,0.184842,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.002446,0.081153,-0.05968
2,2024-09-30,2024-10-31,2024-09-30,2024-10-31,AKShare/东方财富财务摘要+新浪财报公告,公开,219894827698.98,-17943298450.09,-14467604594.34,-4847650023.78,-4847650023.78,,-0.074,-0.02181894,-0.0678424707977555,,0.72416444,0.1307029999999999,-293.381,10.4985,869.0055,-14.41,0.45,,,未审计,9.0,0.0,0.014769,0.189196,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.002482,0.095023,-0.074572
2,2023-12-31,2025-04-01,2023-12-31,2025-04-01,AKShare/东方财富财务摘要+新浪财报公告,公开,465739076702.2301,12162684368.86,9793841193.09,3912323920.11,59.986802228128006,4.932036416377919e-09,0.0491,0.03040929,0.0357882308640105,-0.3756330162242174,0.73224342,0.131418,902.3372,5.7193,733.4963,-1.71,0.42,,,是,9.0,0.0,0.013424,0.169893,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.001117,0.152349,0.043922
2,2025-03-31,2025-04-30,2025-03-31,2025-04-30,AKShare/东方财富财务摘要+新浪财报公告,公开,37994649925.08,-6246208543.03,-6038699619.35,-5792568806.59,-5792568806.59,,-0.0313,-0.687824,-0.1536285442152098,,0.73475565,0.147012,-231.574,20.4853,1283.8802,-1.7,0.42,,,未审计,9.0,0.0,0.016783,0.176092,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.001294,0.061008,-0.168838
2,2025-06-30,2025-08-23,2025-06-30,2025-08-23,AKShare/东方财富财务摘要+新浪财报公告,公开,105323304409.14,-11946573688.12,-11591023199.53,-3038704592.78,0.274114740482,-2.2945050826965324e-11,-0.0607,-0.01381879,-0.2015582004424551,,0.73105485,0.1491029999999999,-166.3951,14.8881,931.677,-1.4,0.39,,,未审计,9.0,0.0,0.017779,0.181134,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.001311,0.099674,-0.103159
2,2025-09-30,2025-10-31,2025-09-30,2025-10-31,AKShare/东方财富财务摘要+新浪财报公告,公开,161388415447.04,-28015835676.94,-26486137179.55,-5889347829.66,-5889347829.66,,-0.1481,-0.03942046,-0.2181467660729202,,0.73514735,0.155112,-408.9218,14.8052,871.53,-1.48,0.4,,,未审计,9.0,0.0,0.018965,0.183296,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.001309,0.095844,-0.174963
2,2024-12-31,2026-04-01,2024-12-31,2026-04-01,AKShare/东方财富财务摘要+新浪财报公告,公开,343176440712.96,-49478429211.96,-45393719289.83,3799847632.35,134.61912694296,-2.720763958901502e-09,-0.2441,-0.0713229,-0.088259890472282,,0.73655816,0.139075,-694.5556,8.0798,712.7302,-0.9,0.31,,,是,9.0,0.0,0.016349,0.171647,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.003916,0.101729,-0.141921
2,2026-03-31,2026-04-30,2026-03-31,2026-04-30,AKShare/东方财富财务摘要+新浪财报公告,公开,28927889365.26,-5952156227.34,-5334173713.54,-2163425441.93,-2163425441.93,,-0.0523,-0.845298,-0.2496503790753723,,0.77134504,0.149973,-157.4103,31.3622,1265.8228,-0.52,0.4,,,未审计,9.0,0.0,0.025002,0.172744,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,7,0.003104,0.091468,-0.210592
63,2020-03-31,2020-04-25,2020-03-31,2020-04-25,AKShare/东方财富财务摘要+新浪财报公告,公开,21484493000.0,779988000.0,160155000.0,372361000.0,372361000.0,0.477393,0.0223,0.01656433,-0.0585160526743532,-0.4689419832614335,0.6978813100000001,0.112677,214.8245,82.2143,190.9612,35.12,6.27,47.36,0.0135932016499804,未审计,7.0,0.0,0.004227,0.006783,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,1,0.0,0.393363,0.037656
63,2020-06-30,2020-08-29,2020-06-30,2020-08-29,AKShare/东方财富财务摘要+新浪财报公告,公开,47199373000.0,1857289000.0,902115000.0,2040770000.0,-28.298301308676,-1.5236347875142748e-08,0.0528,0.03473455,-0.0439386684467689,-0.2267904856346461,0.7323571099999999,0.131988,548.929,71.0059,185.816,34.78,4.27,40.27,-4.3807785724964766e-10,未审计,7.0,0.0,0.004201,0.005192,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,1,0.0,0.33435,0.049217
63,2020-09-30,2020-10-29,2020-09-30,2020-10-29,AKShare/东方财富财务摘要+新浪财报公告,公开,74129424000.0,2712049000.0,1445859000.0,3868898000.0,3868898000.0,1.426559,0.0762,0.0507998,-0.0107814587010515,-0.025491374656455,0.72918665,0.129873,676.3051,63.3327,179.916,29.04,3.91,33.55,0.049123933657362,未审计,7.0,0.0,0.004156,0.006238,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,1,0.0,0.321386,0.04337
63,2021-03-31,2021-04-29,2021-03-31,2021-04-29,AKShare/东方财富财务摘要+新浪财报公告,公开,26241647000.0,2181649000.0,788120000.0,2388242000.0,2388242000.0,1.094695,0.049,0.03081659,-0.0158056612896648,,0.6881965200000001,0.146728,769.1727,54.0346,180.0,31.61,3.11,46.48,0.0346313129137483,未审计,7.0,0.0,0.003835,0.010614,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,1,0.0,0.354356,0.079415
63,2021-06-30,2021-08-28,2021-06-30,2021-08-28,AKShare/东方财富财务摘要+新浪财报公告,公开,53070970000.0,4078613000.0,2112429000.0,7028435000.0,-6.627227610624001,-1.624872869925143e-09,0.0904,0.05525493,0.1040690012527452,,0.69761557,0.1461309999999999,1249.7718,52.2663,181.3968,28.98,3.58,30.61,-5.6068767078162305e-11,未审计,7.0,0.0,0.003708,0.005214,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,1,0.0,0.361365,0.085753
63,2021-09-30,2021-10-26,2021-09-30,2021-10-26,AKShare/东方财富财务摘要+新浪财报公告,公开,83825169000.0,5852907000.0,3337753000.0,11171178000.0,11171178000.0,1.908654,0.1259,0.07835446,0.125681799025435,,0.7018138700000001,0.17108,1067.6314,53.7784,181.2811,24.64,3.4,25.3,0.0774616324024079,未审计,7.0,0.0,0.003532,0.007339,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,1,0.0,0.368208,0.073844
63,2020-12-31,2022-03-09,2020-12-31,2022-03-09,AKShare/东方财富财务摘要+新浪财报公告,公开,101450670000.0,4259752000.0,1035600000.0,10232651000.0,-26.578353716657997,-6.2394134016858254e-09,0.1018,0.07880422,-0.0230889518334767,0.0465757121108669,0.6938126200000001,0.150127,1304.2141,64.1894,159.2427,18.67,2.78,27.05,-3.341946117667823e-10,是,7.0,0.0,0.004033,0.007223,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,1,0.0,0.316133,0.046545
63,2022-03-31,2022-04-26,2022-03-31,2022-04-26,AKShare/东方财富财务摘要+新浪财报公告,公开,27930271000.0,2216659000.0,1952471000.0,1187207000.0,1187207000.0,0.535583,0.0421,0.02723796,0.0795155350410534,1.4491875828231389,0.6913939499999999,0.197513,4699.1804,55.2961,200.8929,15.77,2.09,39.96,0.0339622040367026,未审计,7.0,0.0,0.0,0.007721,历史财务快照，估值与治理字段待补,实际披露日缺失的报告期不得进入严格历史评分,1,0.0,0.377802,0.072861
